transcript	chromosomepeak type coordinate	peak size
CNAG_01093T0	chr5	unknown site	1228229	59863	
CNAG_03438T0	chr8	known 5' site	950705	177	
CNAG_03438T0	chr8	known 5' site	951001	147	
CNAG_03438T0	chr8	known 5' site	951231	235	
CNAG_03438T0	chr8	known 5' site	951436	196	
CNAG_03438T0	chr8	known 3' site	950413	48	
CNAG_03438T0	chr8	known 3' site	950638	31	
CNAG_03438T0	chr8	known 3' site	950926	102	
CNAG_03438T0	chr8	known 3' site	951064	216	
CNAG_03438T0	chr8	known 3' site	951378	131	
CNAG_03438T0	chr8	unknown site	949385	14	
CNAG_03438T0	chr8	unknown site	949822	14	
CNAG_03438T0	chr8	unknown site	949840	14	
CNAG_03438T0	chr8	unknown site	950134	22	
CNAG_03438T0	chr8	unknown site	950258	23	
CNAG_03438T0	chr8	unknown site	950332	25	
CNAG_03438T0	chr8	unknown site	950550	17	
CNAG_03438T0	chr8	unknown site	950787	22	
CNAG_03438T0	chr8	unknown site	950895	38	
CNAG_03438T0	chr8	unknown site	951160	111	
CNAG_03438T0	chr8	unknown site	951198	23	
CNAG_03438T0	chr8	unknown site	951294	42	
CNAG_03438T0	chr8	unknown site	951318	17	
CNAG_03438T0	chr8	unknown site	951494	16	
CNAG_03438T0	chr8	unknown site	951508	32	
CNAG_02542T0	chr6	known 5' site	41890	688	
CNAG_02542T0	chr6	known 5' site	42135	501	
CNAG_02542T0	chr6	known 5' site	42415	204	
CNAG_02542T0	chr6	known 3' site	41797	627	
CNAG_02542T0	chr6	known 3' site	41994	664	
CNAG_02542T0	chr6	known 3' site	42314	127	
CNAG_02542T0	chr6	unknown site	41649	57	
CNAG_02542T0	chr6	unknown site	41777	37	
CNAG_02542T0	chr6	unknown site	41809	40	
CNAG_02542T0	chr6	unknown site	41914	54	
CNAG_02542T0	chr6	unknown site	42013	46	
CNAG_02542T0	chr6	unknown site	42024	45	
CNAG_02542T0	chr6	unknown site	42727	39	
CNAG_02542T0	chr6	unknown site	42737	34	
CNAG_05994T0	chr12	known 5' site	31505	46	
CNAG_05994T0	chr12	known 5' site	31675	90	
CNAG_05994T0	chr12	known 5' site	31777	280	
CNAG_05994T0	chr12	known 5' site	32063	71	
CNAG_05994T0	chr12	known 5' site	32250	108	
CNAG_05994T0	chr12	known 5' site	32678	164	
CNAG_05994T0	chr12	known 5' site	32775	36	
CNAG_05994T0	chr12	known 5' site	33119	36	
CNAG_05994T0	chr12	known 5' site	33250	51	
CNAG_05994T0	chr12	known 5' site	33364	122	
CNAG_05994T0	chr12	known 5' site	33464	69	
CNAG_05994T0	chr12	known 3' site	31557	37	
CNAG_05994T0	chr12	known 3' site	31723	25	
CNAG_05994T0	chr12	known 3' site	31822	19	
CNAG_05994T0	chr12	known 3' site	31995	39	
CNAG_05994T0	chr12	known 3' site	32109	27	
CNAG_05994T0	chr12	known 3' site	33300	24	
CNAG_05994T0	chr12	unknown site	31587	20	
CNAG_05994T0	chr12	unknown site	31853	43	
CNAG_05994T0	chr12	unknown site	31943	36	
CNAG_05994T0	chr12	unknown site	32047	30	
CNAG_05994T0	chr12	unknown site	32162	17	
CNAG_05994T0	chr12	unknown site	32188	44	
CNAG_05994T0	chr12	unknown site	32340	32	
CNAG_05994T0	chr12	unknown site	32427	19	
CNAG_05994T0	chr12	unknown site	32487	19	
CNAG_05994T0	chr12	unknown site	32761	74	
CNAG_05994T0	chr12	unknown site	32873	16	
CNAG_05994T0	chr12	unknown site	32885	24	
CNAG_05994T0	chr12	unknown site	32988	17	
CNAG_05994T0	chr12	unknown site	33203	35	
CNAG_05994T0	chr12	unknown site	33333	22	
CNAG_05994T0	chr12	unknown site	33699	16	
CNAG_05199T0	chr4	known 5' site	697299	427	
CNAG_05199T0	chr4	known 5' site	697421	331	
CNAG_05199T0	chr4	known 5' site	697510	272	
CNAG_05199T0	chr4	known 5' site	697663	222	
CNAG_05199T0	chr4	known 5' site	697839	255	
CNAG_05199T0	chr4	known 5' site	698098	147	
CNAG_05199T0	chr4	known 5' site	699541	97	
CNAG_05199T0	chr4	known 3' site	697353	90	
CNAG_05199T0	chr4	known 3' site	697477	67	
CNAG_05199T0	chr4	known 3' site	697580	104	
CNAG_05199T0	chr4	known 3' site	697760	94	
CNAG_05199T0	chr4	known 3' site	697895	70	
CNAG_05199T0	chr4	known 3' site	698147	69	
CNAG_05199T0	chr4	known 3' site	699597	26	
CNAG_05199T0	chr4	unknown site	697933	24	
CNAG_05199T0	chr4	unknown site	698390	27	
CNAG_00848T2	chr1	known 5' site	2245044	114	
CNAG_00848T2	chr1	known 5' site	2245491	64	
CNAG_00848T2	chr1	known 5' site	2245788	149	
CNAG_00848T2	chr1	known 5' site	2246124	69	
CNAG_00848T2	chr1	known 5' site	2246570	96	
CNAG_00848T2	chr1	known 5' site	2246934	110	
CNAG_00848T2	chr1	known 5' site	2247652	113	
CNAG_00848T2	chr1	known 5' site	2247896	207	
CNAG_00848T2	chr1	known 3' site	2244975	67	
CNAG_00848T2	chr1	known 3' site	2245423	32	
CNAG_00848T2	chr1	known 3' site	2245732	80	
CNAG_00848T2	chr1	known 3' site	2246060	25	
CNAG_00848T2	chr1	known 3' site	2246505	106	
CNAG_00848T2	chr1	known 3' site	2246867	80	
CNAG_00848T2	chr1	known 3' site	2247578	164	
CNAG_00848T2	chr1	known 3' site	2247832	146	
CNAG_00848T2	chr1	unknown site	2244702	15	
CNAG_00848T2	chr1	unknown site	2244710	15	
CNAG_00848T2	chr1	unknown site	2244889	12	
CNAG_00848T2	chr1	unknown site	2245195	17	
CNAG_00848T2	chr1	unknown site	2245698	14	
CNAG_00848T2	chr1	unknown site	2245834	16	
CNAG_00848T2	chr1	unknown site	2246664	23	
CNAG_00848T2	chr1	unknown site	2246778	14	
CNAG_00848T2	chr1	unknown site	2247166	26	
CNAG_00848T0	chr1	known 5' site	2245044	114	
CNAG_00848T0	chr1	known 5' site	2245491	64	
CNAG_00848T0	chr1	known 5' site	2245788	149	
CNAG_00848T0	chr1	known 5' site	2246124	69	
CNAG_00848T0	chr1	known 5' site	2246570	96	
CNAG_00848T0	chr1	known 5' site	2246934	110	
CNAG_00848T0	chr1	known 5' site	2247652	113	
CNAG_00848T0	chr1	known 5' site	2247896	207	
CNAG_00848T0	chr1	known 3' site	2244975	67	
CNAG_00848T0	chr1	known 3' site	2245423	32	
CNAG_00848T0	chr1	known 3' site	2245732	80	
CNAG_00848T0	chr1	known 3' site	2246060	25	
CNAG_00848T0	chr1	known 3' site	2246505	106	
CNAG_00848T0	chr1	known 3' site	2246867	80	
CNAG_00848T0	chr1	known 3' site	2247578	164	
CNAG_00848T0	chr1	known 3' site	2247832	146	
CNAG_00848T0	chr1	unknown site	2244702	15	
CNAG_00848T0	chr1	unknown site	2244710	15	
CNAG_00848T0	chr1	unknown site	2244889	12	
CNAG_00848T0	chr1	unknown site	2245195	17	
CNAG_00848T0	chr1	unknown site	2245698	14	
CNAG_00848T0	chr1	unknown site	2245834	16	
CNAG_00848T0	chr1	unknown site	2246664	23	
CNAG_00848T0	chr1	unknown site	2246778	14	
CNAG_00848T0	chr1	unknown site	2247166	26	
CNAG_00848T1	chr1	known 5' site	2245044	114	
CNAG_00848T1	chr1	known 5' site	2245491	64	
CNAG_00848T1	chr1	known 5' site	2245788	149	
CNAG_00848T1	chr1	known 5' site	2246124	69	
CNAG_00848T1	chr1	known 5' site	2246570	96	
CNAG_00848T1	chr1	known 5' site	2246934	110	
CNAG_00848T1	chr1	known 5' site	2247652	113	
CNAG_00848T1	chr1	known 5' site	2247896	207	
CNAG_00848T1	chr1	known 3' site	2244975	67	
CNAG_00848T1	chr1	known 3' site	2245423	32	
CNAG_00848T1	chr1	known 3' site	2245732	80	
CNAG_00848T1	chr1	known 3' site	2246060	25	
CNAG_00848T1	chr1	known 3' site	2246505	106	
CNAG_00848T1	chr1	known 3' site	2246867	80	
CNAG_00848T1	chr1	known 3' site	2247578	164	
CNAG_00848T1	chr1	known 3' site	2247832	146	
CNAG_00848T1	chr1	unknown site	2244702	15	
CNAG_00848T1	chr1	unknown site	2244710	15	
CNAG_00848T1	chr1	unknown site	2244889	12	
CNAG_00848T1	chr1	unknown site	2245195	17	
CNAG_00848T1	chr1	unknown site	2245698	14	
CNAG_00848T1	chr1	unknown site	2245834	16	
CNAG_00848T1	chr1	unknown site	2246664	23	
CNAG_00848T1	chr1	unknown site	2246778	14	
CNAG_00848T1	chr1	unknown site	2247166	26	
CNAG_06125T0	chr12	known 5' site	376142	231	
CNAG_06125T0	chr12	known 5' site	376456	223	
CNAG_06125T0	chr12	known 5' site	376782	171	
CNAG_06125T0	chr12	known 5' site	377038	35	
CNAG_06125T0	chr12	known 5' site	377551	163	
CNAG_06125T0	chr12	known 5' site	377731	215	
CNAG_06125T0	chr12	known 5' site	378133	57	
CNAG_06125T0	chr12	known 3' site	376082	389	
CNAG_06125T0	chr12	known 3' site	376403	135	
CNAG_06125T0	chr12	known 3' site	376732	67	
CNAG_06125T0	chr12	known 3' site	376985	101	
CNAG_06125T0	chr12	known 3' site	377498	61	
CNAG_06125T0	chr12	known 3' site	377682	67	
CNAG_06125T0	chr12	known 3' site	377765	287	
CNAG_06125T0	chr12	unknown site	376047	37	
CNAG_06125T0	chr12	unknown site	376553	36	
CNAG_06125T0	chr12	unknown site	376618	21	
CNAG_06125T0	chr12	unknown site	376627	21	
CNAG_06125T0	chr12	unknown site	376793	23	
CNAG_06125T0	chr12	unknown site	376845	25	
CNAG_06125T0	chr12	unknown site	376911	88	
CNAG_06125T0	chr12	unknown site	377102	24	
CNAG_06125T0	chr12	unknown site	377156	34	
CNAG_06125T0	chr12	unknown site	377294	35	
CNAG_06125T0	chr12	unknown site	377307	24	
CNAG_06125T0	chr12	unknown site	377386	72	
CNAG_06125T0	chr12	unknown site	377403	29	
CNAG_06125T0	chr12	unknown site	377429	44	
CNAG_06125T0	chr12	unknown site	377623	34	
CNAG_06125T0	chr12	unknown site	377861	63	
CNAG_06125T0	chr12	unknown site	377907	60	
CNAG_06125T0	chr12	unknown site	377931	28	
CNAG_06125T0	chr12	unknown site	377995	149	
CNAG_06404T0	chr13	known 5' site	403029	635	
CNAG_06404T0	chr13	known 5' site	403199	630	
CNAG_06404T0	chr13	known 3' site	402971	161	
CNAG_06404T0	chr13	known 3' site	403136	401	
CNAG_06404T0	chr13	unknown site	402856	40	
CNAG_06404T0	chr13	unknown site	402937	43	
CNAG_06404T0	chr13	unknown site	402952	33	
CNAG_06404T0	chr13	unknown site	403072	50	
CNAG_07745T0	chr8	known 5' site	1220209	934	
CNAG_07745T0	chr8	known 5' site	1220448	236	
CNAG_07745T0	chr8	known 5' site	1221159	883	
CNAG_07745T0	chr8	known 3' site	1220316	561	
CNAG_07745T0	chr8	known 3' site	1220507	462	
CNAG_07745T0	chr8	known 3' site	1221218	183	
CNAG_07745T0	chr8	unknown site	1220029	60	
CNAG_07745T0	chr8	unknown site	1220551	48	
CNAG_07745T0	chr8	unknown site	1220701	118	
CNAG_07745T0	chr8	unknown site	1220840	81	
CNAG_07745T0	chr8	unknown site	1220892	152	
CNAG_07745T0	chr8	unknown site	1220948	331	
CNAG_07745T0	chr8	unknown site	1220954	79	
CNAG_07745T0	chr8	unknown site	1221023	50	
CNAG_07745T0	chr8	unknown site	1221247	103	
CNAG_07745T0	chr8	unknown site	1221284	66	
CNAG_06770T0	chr2	known 5' site	81879	97	
CNAG_06770T0	chr2	known 5' site	82010	196	
CNAG_06770T0	chr2	known 5' site	82084	95	
CNAG_06770T0	chr2	known 5' site	82152	356	
CNAG_06770T0	chr2	known 5' site	82405	252	
CNAG_06770T0	chr2	known 5' site	82569	119	
CNAG_06770T0	chr2	known 5' site	82710	244	
CNAG_06770T0	chr2	known 5' site	83034	148	
CNAG_06770T0	chr2	known 3' site	81950	119	
CNAG_06770T0	chr2	known 3' site	82072	119	
CNAG_06770T0	chr2	known 3' site	82205	124	
CNAG_06770T0	chr2	known 3' site	82458	37	
CNAG_06770T0	chr2	known 3' site	82621	39	
CNAG_06770T0	chr2	known 3' site	82760	133	
CNAG_06770T0	chr2	known 3' site	83373	109	
CNAG_06770T0	chr2	unknown site	82257	46	
CNAG_06770T0	chr2	unknown site	82268	25	
CNAG_06770T0	chr2	unknown site	82312	23	
CNAG_06770T0	chr2	unknown site	82497	37	
CNAG_06770T0	chr2	unknown site	82919	28	
CNAG_06770T0	chr2	unknown site	82955	31	
CNAG_06770T0	chr2	unknown site	83130	28	
CNAG_06770T0	chr2	unknown site	83256	133	
CNAG_06770T0	chr2	unknown site	83318	25	
CNAG_06770T0	chr2	unknown site	83445	29	
CNAG_06770T0	chr2	unknown site	83479	27	
CNAG_06770T0	chr2	unknown site	83543	26	
CNAG_06770T0	chr2	unknown site	83715	36	
CNAG_06923T0	chr3	known 5' site	1527455	289	
CNAG_06923T0	chr3	known 5' site	1527867	385	
CNAG_06923T0	chr3	known 5' site	1528748	179	
CNAG_06923T0	chr3	known 5' site	1529369	343	
CNAG_06923T0	chr3	known 3' site	1527506	205	
CNAG_06923T0	chr3	known 3' site	1527919	126	
CNAG_06923T0	chr3	known 3' site	1528806	78	
CNAG_06923T0	chr3	known 3' site	1529424	70	
CNAG_06923T0	chr3	unknown site	1527351	29	
CNAG_06923T0	chr3	unknown site	1527535	35	
CNAG_06923T0	chr3	unknown site	1527580	30	
CNAG_06923T0	chr3	unknown site	1527635	34	
CNAG_06923T0	chr3	unknown site	1527804	52	
CNAG_06923T0	chr3	unknown site	1527961	25	
CNAG_06923T0	chr3	unknown site	1528008	85	
CNAG_06923T0	chr3	unknown site	1528046	33	
CNAG_06923T0	chr3	unknown site	1528160	24	
CNAG_06923T0	chr3	unknown site	1528458	46	
CNAG_06923T0	chr3	unknown site	1529072	33	
CNAG_06923T0	chr3	unknown site	1529092	21	
CNAG_06923T0	chr3	unknown site	1529257	38	
CNAG_06075T0	chr12	known 5' site	235668	517	
CNAG_06075T0	chr12	known 5' site	235878	456	
CNAG_06075T0	chr12	known 5' site	236026	603	
CNAG_06075T0	chr12	known 5' site	236139	454	
CNAG_06075T0	chr12	known 3' site	235609	171	
CNAG_06075T0	chr12	known 3' site	235778	190	
CNAG_06075T0	chr12	known 3' site	235944	466	
CNAG_06075T0	chr12	known 3' site	236072	254	
CNAG_06075T0	chr12	unknown site	235387	89	
CNAG_06075T0	chr12	unknown site	235393	49	
CNAG_06075T0	chr12	unknown site	235497	66	
CNAG_06075T0	chr12	unknown site	235557	35	
CNAG_06075T0	chr12	unknown site	235681	42	
CNAG_06075T0	chr12	unknown site	235714	60	
CNAG_06075T0	chr12	unknown site	235741	58	
CNAG_06075T0	chr12	unknown site	235839	50	
CNAG_06075T0	chr12	unknown site	235995	55	
CNAG_06075T0	chr12	unknown site	236177	38	
CNAG_01621T0	chr11	known 5' site	448154	564	
CNAG_01621T0	chr11	known 5' site	448275	346	
CNAG_01621T0	chr11	known 5' site	448527	652	
CNAG_01621T0	chr11	known 5' site	448687	906	
CNAG_01621T0	chr11	known 3' site	448217	71	
CNAG_01621T0	chr11	known 3' site	448328	139	
CNAG_01621T0	chr11	known 3' site	448595	105	
CNAG_01621T0	chr11	known 3' site	448755	239	
CNAG_01621T0	chr11	unknown site	448131	55	
CNAG_01621T0	chr11	unknown site	448400	83	
CNAG_01621T0	chr11	unknown site	448613	102	
CNAG_01621T0	chr11	unknown site	448835	98	
CNAG_01621T0	chr11	unknown site	448861	81	
CNAG_01621T0	chr11	unknown site	448869	101	
CNAG_01621T0	chr11	unknown site	448910	99	
CNAG_01621T0	chr11	unknown site	449031	50	
CNAG_01621T0	chr11	unknown site	449038	51	
CNAG_03143T0	chr8	known 5' site	174334	681	
CNAG_03143T0	chr8	known 5' site	174468	883	
CNAG_03143T0	chr8	known 3' site	174388	311	
CNAG_03143T0	chr8	known 3' site	174533	136	
CNAG_03143T0	chr8	unknown site	174292	104	
CNAG_03143T0	chr8	unknown site	174602	47	
CNAG_03143T0	chr8	unknown site	174648	48	
CNAG_03143T0	chr8	unknown site	174717	52	
CNAG_06298T0	chr13	known 5' site	124159	722	
CNAG_06298T0	chr13	known 5' site	124307	1151	
CNAG_06298T0	chr13	known 3' site	124216	421	
CNAG_06298T0	chr13	known 3' site	124371	548	
CNAG_06298T0	chr13	unknown site	124077	57	
CNAG_06298T0	chr13	unknown site	124265	111	
CNAG_06298T0	chr13	unknown site	124423	69	
CNAG_06298T0	chr13	unknown site	124486	147	
CNAG_06298T0	chr13	unknown site	124534	106	
CNAG_01750T0	chr11	known 5' site	788075	655	
CNAG_01750T0	chr11	known 5' site	788401	181	
CNAG_01750T0	chr11	known 5' site	789252	536	
CNAG_01750T0	chr11	known 5' site	789721	462	
CNAG_01750T0	chr11	known 5' site	790030	282	
CNAG_01750T0	chr11	known 3' site	788013	65	
CNAG_01750T0	chr11	known 3' site	788342	499	
CNAG_01750T0	chr11	known 3' site	789198	362	
CNAG_01750T0	chr11	known 3' site	789664	279	
CNAG_01750T0	chr11	known 3' site	789975	139	
CNAG_01750T0	chr11	unknown site	788134	45	
CNAG_01750T0	chr11	unknown site	788275	50	
CNAG_01750T0	chr11	unknown site	788288	36	
CNAG_01750T0	chr11	unknown site	788637	81	
CNAG_01750T0	chr11	unknown site	789012	50	
CNAG_01750T0	chr11	unknown site	789131	122	
CNAG_01750T0	chr11	unknown site	789330	47	
CNAG_01750T0	chr11	unknown site	789373	106	
CNAG_01750T0	chr11	unknown site	789421	54	
CNAG_01750T0	chr11	unknown site	789447	57	
CNAG_01750T0	chr11	unknown site	789466	46	
CNAG_01750T0	chr11	unknown site	789482	126	
CNAG_01750T0	chr11	unknown site	789514	67	
CNAG_01750T0	chr11	unknown site	789558	39	
CNAG_01750T0	chr11	unknown site	789834	98	
CNAG_01750T0	chr11	unknown site	789880	65	
CNAG_07746T0	chr8	unknown site	1221159	883	
CNAG_07746T0	chr8	unknown site	1221218	183	
CNAG_07746T0	chr8	unknown site	1221247	103	
CNAG_07746T0	chr8	unknown site	1221284	66	
CNAG_06150T0	chr12	known 5' site	436095	109	
CNAG_06150T0	chr12	known 5' site	436858	409	
CNAG_06150T0	chr12	known 5' site	437192	395	
CNAG_06150T0	chr12	known 5' site	437463	262	
CNAG_06150T0	chr12	known 5' site	437769	232	
CNAG_06150T0	chr12	known 5' site	438177	124	
CNAG_06150T0	chr12	known 3' site	436029	390	
CNAG_06150T0	chr12	known 3' site	436795	324	
CNAG_06150T0	chr12	known 3' site	437132	182	
CNAG_06150T0	chr12	known 3' site	437404	265	
CNAG_06150T0	chr12	known 3' site	437702	345	
CNAG_06150T0	chr12	known 3' site	438125	262	
CNAG_06150T0	chr12	unknown site	435820	28	
CNAG_06150T0	chr12	unknown site	435939	27	
CNAG_06150T0	chr12	unknown site	436368	29	
CNAG_06150T0	chr12	unknown site	436923	70	
CNAG_06150T0	chr12	unknown site	437004	60	
CNAG_06150T0	chr12	unknown site	437073	32	
CNAG_06150T0	chr12	unknown site	437082	31	
CNAG_06150T0	chr12	unknown site	437271	29	
CNAG_06150T0	chr12	unknown site	437617	45	
CNAG_06150T0	chr12	unknown site	437630	27	
CNAG_06150T0	chr12	unknown site	437665	28	
CNAG_06150T0	chr12	unknown site	437914	38	
CNAG_06150T0	chr12	unknown site	437953	68	
CNAG_06150T0	chr12	unknown site	438012	30	
CNAG_01727T0	chr11	known 5' site	729276	329	
CNAG_01727T0	chr11	known 5' site	729385	522	
CNAG_01727T0	chr11	known 5' site	729693	273	
CNAG_01727T0	chr11	known 5' site	730158	289	
CNAG_01727T0	chr11	known 5' site	731005	439	
CNAG_01727T0	chr11	known 5' site	731325	763	
CNAG_01727T0	chr11	known 3' site	729330	79	
CNAG_01727T0	chr11	known 3' site	729439	286	
CNAG_01727T0	chr11	known 3' site	729746	408	
CNAG_01727T0	chr11	known 3' site	730208	346	
CNAG_01727T0	chr11	known 3' site	731058	200	
CNAG_01727T0	chr11	known 3' site	731380	214	
CNAG_01727T0	chr11	unknown site	729481	132	
CNAG_01727T0	chr11	unknown site	729567	341	
CNAG_01727T0	chr11	unknown site	729625	108	
CNAG_01727T0	chr11	unknown site	729928	47	
CNAG_01727T0	chr11	unknown site	729989	67	
CNAG_01727T0	chr11	unknown site	730037	89	
CNAG_01727T0	chr11	unknown site	730754	42	
CNAG_01727T0	chr11	unknown site	730874	40	
CNAG_01727T0	chr11	unknown site	731103	46	
CNAG_01727T0	chr11	unknown site	731275	47	
CNAG_01727T0	chr11	unknown site	731574	43	
CNAG_01464T0	chr11	known 5' site	21433	65	
CNAG_01464T0	chr11	known 5' site	21911	643	
CNAG_01464T0	chr11	known 5' site	22083	443	
CNAG_01464T0	chr11	known 5' site	22372	273	
CNAG_01464T0	chr11	known 5' site	22733	450	
CNAG_01464T0	chr11	known 5' site	22948	277	
CNAG_01464T0	chr11	known 3' site	21308	446	
CNAG_01464T0	chr11	known 3' site	21859	308	
CNAG_01464T0	chr11	known 3' site	22025	114	
CNAG_01464T0	chr11	known 3' site	22313	278	
CNAG_01464T0	chr11	known 3' site	22680	259	
CNAG_01464T0	chr11	known 3' site	22897	143	
CNAG_01464T0	chr11	unknown site	21004	41	
CNAG_01464T0	chr11	unknown site	21173	50	
CNAG_01464T0	chr11	unknown site	21228	59	
CNAG_01464T0	chr11	unknown site	21552	43	
CNAG_01464T0	chr11	unknown site	21660	54	
CNAG_01464T0	chr11	unknown site	21745	40	
CNAG_01464T0	chr11	unknown site	21788	38	
CNAG_01464T0	chr11	unknown site	21871	36	
CNAG_01464T0	chr11	unknown site	21992	77	
CNAG_01464T0	chr11	unknown site	22191	47	
CNAG_01464T0	chr11	unknown site	22332	42	
CNAG_01464T0	chr11	unknown site	22429	53	
CNAG_01464T0	chr11	unknown site	22597	44	
CNAG_01464T0	chr11	unknown site	22635	68	
CNAG_01464T0	chr11	unknown site	22643	36	
CNAG_01464T0	chr11	unknown site	22772	46	
CNAG_01464T0	chr11	unknown site	22813	138	
CNAG_06297T0	chr13	known 5' site	122814	478	
CNAG_06297T0	chr13	known 5' site	122967	804	
CNAG_06297T0	chr13	known 3' site	122757	466	
CNAG_06297T0	chr13	known 3' site	122905	320	
CNAG_07347T0	chr1	known 5' site	761521	393	
CNAG_07347T0	chr1	known 5' site	762530	320	
CNAG_07347T0	chr1	known 5' site	763015	233	
CNAG_07347T0	chr1	known 5' site	763263	342	
CNAG_07347T0	chr1	known 5' site	763683	230	
CNAG_07347T0	chr1	known 5' site	764172	234	
CNAG_07347T0	chr1	known 3' site	761458	154	
CNAG_07347T0	chr1	known 3' site	762477	266	
CNAG_07347T0	chr1	known 3' site	762960	143	
CNAG_07347T0	chr1	known 3' site	763209	240	
CNAG_07347T0	chr1	known 3' site	763630	137	
CNAG_07347T0	chr1	known 3' site	764121	462	
CNAG_07347T0	chr1	unknown site	761217	29	
CNAG_07347T0	chr1	unknown site	761316	34	
CNAG_07347T0	chr1	unknown site	761385	37	
CNAG_07347T0	chr1	unknown site	761904	25	
CNAG_07347T0	chr1	unknown site	762270	38	
CNAG_07347T0	chr1	unknown site	762420	43	
CNAG_07347T0	chr1	unknown site	762810	25	
CNAG_07347T0	chr1	unknown site	762873	45	
CNAG_07347T0	chr1	unknown site	763028	28	
CNAG_07347T0	chr1	unknown site	763162	26	
CNAG_07347T0	chr1	unknown site	763288	27	
CNAG_07347T0	chr1	unknown site	763311	25	
CNAG_07347T0	chr1	unknown site	763438	39	
CNAG_07347T0	chr1	unknown site	763512	36	
CNAG_07347T0	chr1	unknown site	763520	45	
CNAG_07347T0	chr1	unknown site	763563	25	
CNAG_07347T0	chr1	unknown site	763583	30	
CNAG_07347T0	chr1	unknown site	763809	55	
CNAG_07347T0	chr1	unknown site	763872	33	
CNAG_07347T0	chr1	unknown site	763904	43	
CNAG_07347T0	chr1	unknown site	763916	54	
CNAG_07347T0	chr1	unknown site	763988	45	
CNAG_07347T0	chr1	unknown site	764003	32	
CNAG_07347T0	chr1	unknown site	764045	75	
CNAG_07561T0	chr3	known 5' site	1209067	480	
CNAG_07561T0	chr3	known 5' site	1209253	273	
CNAG_07561T0	chr3	known 5' site	1209443	155	
CNAG_07561T0	chr3	known 5' site	1209539	109	
CNAG_07561T0	chr3	known 5' site	1209917	236	
CNAG_07561T0	chr3	known 5' site	1210172	146	
CNAG_07561T0	chr3	known 5' site	1210515	76	
CNAG_07561T0	chr3	known 5' site	1210958	120	
CNAG_07561T0	chr3	known 3' site	1209219	62	
CNAG_07561T0	chr3	known 3' site	1209384	361	
CNAG_07561T0	chr3	known 3' site	1209495	182	
CNAG_07561T0	chr3	known 3' site	1209590	128	
CNAG_07561T0	chr3	known 3' site	1210219	30	
CNAG_07561T0	chr3	known 3' site	1210566	79	
CNAG_07561T0	chr3	known 3' site	1211013	42	
CNAG_07561T0	chr3	unknown site	1209106	42	
CNAG_07561T0	chr3	unknown site	1209119	40	
CNAG_07561T0	chr3	unknown site	1209312	32	
CNAG_07561T0	chr3	unknown site	1209371	28	
CNAG_07561T0	chr3	unknown site	1209391	38	
CNAG_07561T0	chr3	unknown site	1210600	25	
CNAG_07561T0	chr3	unknown site	1211129	25	
CNAG_03007T0	chr3	known 5' site	225191	783	
CNAG_03007T0	chr3	known 5' site	225341	609	
CNAG_03007T0	chr3	known 5' site	225496	461	
CNAG_03007T0	chr3	known 5' site	225616	326	
CNAG_03007T0	chr3	known 5' site	225720	174	
CNAG_03007T0	chr3	known 3' site	225261	163	
CNAG_03007T0	chr3	known 3' site	225411	124	
CNAG_03007T0	chr3	known 3' site	225553	123	
CNAG_03007T0	chr3	known 3' site	225665	59	
CNAG_03007T0	chr3	unknown site	224967	40	
CNAG_03007T0	chr3	unknown site	225244	55	
