Transcript	Intron	5' Splice Site Score	3' Splice Site Score	Intron Length	
CNAG_05990T0	4	5.22414869082	13.030633564	60	
CNAG_05990T0	5	6.30443630444	12.6055080722	60	
CNAG_05993T0	0	7.15143128476	10.4111789445	54	
CNAG_05993T0	1	6.15265228599	10.5424501425	82	
CNAG_05993T0	2	5.05033238367	13.7172703839	49	
CNAG_05993T0	3	5.69892823226	13.6427621761	64	
CNAG_05993T0	4	6.42952109619	13.9160493827	56	
CNAG_05993T0	5	7.67808981142	12.2900556234	54	
CNAG_05993T0	6	5.42363315697	11.8806132139	63	
CNAG_05993T0	7	6.55536562203	11.5756342423	41	
CNAG_05993T0	8	5.05033238367	11.4707366707	57	
CNAG_05993T0	9	5.75802469136	12.6243386243	54	
CNAG_05993T0	10	7.05369692036	12.8951295618	57	
CNAG_05993T0	11	6.9651336318	11.1642382309	49	
CNAG_05992T0	0	6.05117351784	13.4405101072	64	
CNAG_05992T0	1	5.40675620676	10.4739112739	63	
CNAG_05992T0	2	7.5733007733	13.9406322073	55	
CNAG_05992T0	3	5.01701261701	10.8199701533	63	
CNAG_05992T0	4	7.49092389092	13.7159679826	51	
CNAG_05992T0	5	7.23158323158	12.6243386243	57	
CNAG_05992T0	6	6.94890788224	13.5726495726	59	
CNAG_05992T0	7	5.30527743861	12.3562067562	59	
CNAG_05992T0	8	6.03554470221	10.2379595713	61	
CNAG_05992T0	9	5.30527743861	13.7869488536	57	
CNAG_05992T0	10	6.00911680912	13.5199023199	67	
CNAG_05992T0	11	6.42854429521	10.9574820241	58	
CNAG_05992T0	12	6.01226427893	12.1196581197	68	
CNAG_05995T0	0	5.88484601818	12.858336725	82	
CNAG_05995T0	1	4.59758513092	13.751675485	74	
CNAG_05995T0	2	6.90647130647	10.1751187085	54	
CNAG_05995T0	3	6.34839234839	13.6783068783	65	
CNAG_05995T0	4	5.05033238367	13.1808981142	73	
CNAG_05995T0	5	6.38241758242	11.3882512549	67	
CNAG_05995T0	6	6.46501153168	11.7159137159	60	
CNAG_05995T0	7	5.67689594356	12.9733821734	57	
CNAG_05995T0	8	6.48785782119	12.6036630037	56	
CNAG_05995T0	9	6.38361145028	12.9393026726	74	
CNAG_05994T0	0	7.40214353548	13.8156016823	53	
CNAG_05994T0	1	6.56339709673	12.9566137566	49	
CNAG_05994T0	2	5.38472391806	12.9929724596	46	
CNAG_05994T0	3	4.93197666531	13.8088183422	49	
CNAG_05994T0	4	6.30128883462	12.3881698548	47	
CNAG_05994T0	5	6.54961334961	10.9096187763	44	
CNAG_05994T0	6	5.22414869082	12.4450956451	43	
CNAG_05994T0	7	5.40675620676	10.5067426401	52	
CNAG_05994T0	8	5.67689594356	13.3462488129	42	
CNAG_05994T0	9	7.4638990639	12.8851444851	51	
CNAG_05994T0	10	4.93197666531	13.6125898793	49	
CNAG_05994T0	11	5.80371727038	12.8951295618	57	
CNAG_05997T0	0	5.46975986976	9.95333062	52	
CNAG_05997T0	1	4.93197666531	12.5714285714	271	
CNAG_05996T0	0	6.30128883462	13.1519196853	57	
CNAG_05996T0	1	6.69564509565	11.3334961335	61	
CNAG_05996T0	2	8.00971374305	13.6928503595	60	
CNAG_05996T0	3	5.34250440917	10.6678605345	53	
CNAG_05996T0	4	7.37039750373	10.7312983313	54	
CNAG_05996T0	5	7.67852394519	10.6254782255	66	
CNAG_05996T0	6	5.34250440917	14.258635192	112	
CNAG_05996T0	7	6.15265228599	12.6700312034	82	
CNAG_05996T0	8	5.75802469136	12.5884683218	97	
CNAG_05996T0	9	6.38241758242	13.4241758242	68	
CNAG_03931T0	0	5.93097273097	8.62254782255	59	
CNAG_03931T0	1	5.55636955637	10.8770587437	58	
CNAG_03931T0	2	5.61611721612	11.1208791209	61	
CNAG_03933T0	0	6.24268077601	10.8851987519	56	
CNAG_03933T0	1	6.83104056437	9.54128340795	52	
CNAG_03932T0	0	6.67361280695	13.0105006105	54	
CNAG_03932T0	1	5.07236467236	12.8562745896	49	
CNAG_03932T0	2	6.02995522996	8.24468864469	51	
CNAG_03932T0	3	6.80634920635	13.9185999186	51	
CNAG_03932T0	4	7.40746167413	8.89941663275	55	
CNAG_03932T0	5	6.7629358296	11.0115859449	52	
CNAG_03932T0	6	6.42713336047	11.5685253019	51	
CNAG_03932T0	7	6.80634920635	13.6418396418	51	
CNAG_03932T0	8	5.67689594356	10.6106091439	56	
CNAG_03932T0	9	6.36103649437	11.5132817799	67	
CNAG_03935T0	0	6.62905982906	11.939709673	56	
CNAG_03935T0	1	6.89719169719	13.6940442274	52	
CNAG_03935T0	2	6.30128883462	10.9785917786	51	
CNAG_03935T0	3	4.59758513092	12.5286121286	51	
CNAG_03935T0	4	6.01226427893	13.0010039343	50	
CNAG_03935T0	5	5.49179215846	8.7803011803	51	
CNAG_03935T0	6	5.60347307014	11.5407950075	57	
CNAG_03935T0	7	5.38472391806	11.0619454619	54	
CNAG_03935T0	8	5.97579704246	9.70468050468	48	
CNAG_03935T0	9	5.46975986976	10.8398317732	48	
CNAG_03934T0	0	5.82618369285	9.64992538326	50	
CNAG_03934T0	1	5.36453669787	12.8843847511	53	
CNAG_03937T0	0	5.61052774386	12.7789445123	64	
CNAG_03937T0	1	6.26406186406	12.8959978293	58	
CNAG_03936T0	0	6.52389092389	10.6186406186	43	
CNAG_03936T0	1	5.38472391806	12.5008275675	52	
CNAG_03936T0	2	6.56931216931	11.1401980735	63	
CNAG_03936T0	3	6.35544702211	13.353032153	58	
CNAG_03936T0	4	6.09089675756	12.2924433591	140	
CNAG_03936T0	5	5.95050875051	11.0421381088	59	
CNAG_03939T0	0	6.18195631529	12.6531542532	86	
CNAG_03939T0	1	5.40675620676	13.5922398589	51	
CNAG_03939T0	2	5.40675620676	12.1273097273	48	
CNAG_03938T0	0	5.34250440917	11.5199565866	56	
CNAG_03938T0	1	5.67787274454	13.2450413784	57	
CNAG_03938T0	2	7.03003663004	13.3824447158	53	
CNAG_03938T0	3	5.69892823226	13.7446208113	50	
CNAG_05191T0	0	6.18195631529	12.7023199023	60	
CNAG_05191T0	1	4.93197666531	13.3267127934	52	
CNAG_05190T0	0	4.93197666531	12.3685253019	54	
CNAG_05190T0	1	6.92785239452	13.2022249356	60	
CNAG_05190T0	2	6.15265228599	10.9465744132	77	
CNAG_05190T0	3	7.90546737213	11.166354633	80	
CNAG_05190T0	4	5.22414869082	10.7248948582	87	
CNAG_05190T0	5	6.30128883462	12.9929724596	74	
CNAG_05193T0	0	6.36554063221	11.3765839099	84	
CNAG_05193T0	1	4.88975715642	12.7101343101	65	
CNAG_05193T0	2	5.75802469136	12.8533984534	69	
CNAG_05193T0	3	5.82618369285	10.6638447972	51	
CNAG_05193T0	4	9.39877899878	12.2515262515	61	
CNAG_05193T0	5	5.67689594356	10.9229683896	61	
CNAG_05193T0	6	7.51225071225	8.78274318274	91	
CNAG_05193T0	7	5.98382851716	13.5712929046	73	
CNAG_05192T0	0	9.13905847239	11.1027540361	48	
CNAG_05192T0	1	6.50923890924	13.9308641975	89	
CNAG_05192T0	2	6.74177180844	8.9140686474	50	
CNAG_05192T0	3	4.59758513092	11.2808031475	58	
CNAG_05192T0	4	6.48785782119	12.7758513092	44	
CNAG_05192T0	5	7.38499525166	11.6634920635	51	
CNAG_05195T0	0	6.18195631529	10.4665852666	41	
CNAG_05195T0	1	6.19009632343	11.3249219916	50	
CNAG_05195T0	2	5.49179215846	9.53705060372	40	
CNAG_05195T0	3	5.82618369285	8.75083435083	51	
CNAG_05195T0	4	6.42279202279	14.1345272012	48	
CNAG_05195T0	5	5.80371727038	13.4999864333	59	
CNAG_05195T0	6	6.00911680912	13.5900691901	42	
CNAG_05195T0	7	5.98941798942	11.2376068376	52	
CNAG_05195T0	8	6.52389092389	12.062623796	52	
CNAG_05195T0	9	5.40675620676	12.5000678334	48	
CNAG_05195T0	10	6.26406186406	10.7094831095	51	
CNAG_05195T0	11	5.3514041514	10.2871252205	50	
CNAG_05195T0	12	6.85345272012	12.7181115181	55	
CNAG_05195T0	13	6.46419753086	13.0439831773	63	
CNAG_05195T0	14	5.44566544567	13.925328992	54	
CNAG_05195T0	15	5.42363315697	13.3097273097	59	
CNAG_05195T0	16	5.88484601818	12.442979243	69	
CNAG_05194T0	0	5.44566544567	11.3907475241	62	
CNAG_05194T0	1	5.22414869082	10.5351784018	105	
CNAG_05194T0	2	6.18293311627	11.787654321	95	
CNAG_05194T0	3	6.19009632343	12.9276353276	73	
CNAG_05194T0	4	4.93197666531	9.92386379053	65	
CNAG_05197T0	0	6.05117351784	11.1724325058	47	
CNAG_05197T0	1	5.42363315697	13.7282322616	70	
CNAG_05197T0	2	6.40553520554	12.5354497354	52	
CNAG_05197T0	3	6.35544702211	13.5424230091	65	
CNAG_05196T0	0	7.43633156966	13.3758784425	50	
CNAG_05196T0	1	6.5918328585	10.6577669244	52	
CNAG_05196T0	2	6.40553520554	12.9587301587	52	
CNAG_05196T0	3	5.8475647809	12.8345136345	56	
CNAG_05199T0	0	6.50392077059	13.0972188306	55	
CNAG_05199T0	1	5.3514041514	10.4193732194	57	
CNAG_05199T0	2	5.80371727038	12.5744132411	71	
CNAG_05199T0	3	5.3514041514	9.43991317325	98	
CNAG_05199T0	4	4.97088590422	12.840645774	57	
CNAG_05199T0	5	4.97088590422	13.6479717813	50	
CNAG_05199T0	6	4.93197666531	11.2026048026	57	
CNAG_05198T0	0	6.40444987112	12.7791615792	54	
CNAG_05198T0	1	6.85828245828	13.7567765568	58	
CNAG_05198T0	2	6.18293311627	13.3757156424	51	
CNAG_05198T0	3	6.41161307828	12.7312983313	52	
CNAG_05198T0	4	5.34250440917	12.0772758106	53	
CNAG_05198T0	5	6.48785782119	13.5063899064	49	
CNAG_05198T0	6	5.97579704246	10.244634378	56	
CNAG_07672T0	0	6.46419753086	10.9459774793	46	
CNAG_07672T0	1	5.44566544567	10.5355040022	48	
CNAG_07672T0	2	6.48704382038	13.5154524488	52	
CNAG_03155T0	0	5.22414869082	12.6265092932	58	
CNAG_03155T0	1	5.89076109076	10.3343372677	67	
CNAG_03155T0	2	5.34250440917	13.9102971103	66	
CNAG_03155T0	3	5.61611721612	10.4994166327	46	
CNAG_03155T0	4	5.95050875051	12.5714285714	59	
CNAG_03155T0	5	6.46419753086	11.2584995252	56	
CNAG_04118T0	0	6.60952380952	11.7079907747	56	
CNAG_04118T0	1	6.03554470221	10.375688509	68	
CNAG_04118T0	2	5.07236467236	10.1387600054	84	
CNAG_04118T0	3	6.46419753086	12.5357210691	59	
CNAG_04119T0	0	6.19568579569	11.8598833265	58	
CNAG_04119T0	1	5.22414869082	11.7727852395	50	
CNAG_04119T0	2	5.75802469136	12.7979921313	45	
CNAG_04119T0	3	5.38472391806	13.3102699769	46	
CNAG_04119T0	4	6.59248405915	11.7499932167	57	
CNAG_04119T0	5	7.07616334283	10.5005562339	68	
CNAG_04119T0	6	7.03817663818	10.7248948582	55	
CNAG_04119T0	7	5.60347307014	10.1673585674	51	
CNAG_04119T0	8	5.30527743861	11.5711301045	52	
CNAG_04119T0	9	8.19763939764	12.4810202144	56	
CNAG_04116T0	0	5.82618369285	11.074372541	54	
CNAG_04116T0	1	5.80371727038	11.1306471306	65	
CNAG_04116T0	2	8.19948446615	8.28414055081	71	
CNAG_04117T0	0	6.09730023063	11.4398589065	44	
CNAG_04117T0	1	7.10997150997	13.3918871252	52	
CNAG_04117T0	2	6.09730023063	9.54128340795	49	
CNAG_04117T0	3	7.19875186542	13.1598968932	51	
CNAG_04117T0	4	5.61611721612	12.710351377	50	
CNAG_04117T0	5	4.88975715642	13.7727309727	61	
CNAG_04117T0	6	6.38241758242	11.749342016	84	
CNAG_04117T0	7	5.97004477004	11.1730837064	61	
CNAG_04117T0	8	6.32234432234	10.9545516212	83	
CNAG_04114T0	0	5.89564509565	11.9333062	54	
CNAG_04114T0	1	6.56898656899	12.5967168634	54	
CNAG_04114T0	2	4.88975715642	13.5408492742	64	
CNAG_04115T0	0	5.59658119658	10.7777506444	60	
CNAG_04112T0	0	5.84854158187	12.3752543753	64	
CNAG_04112T0	1	6.40553520554	11.6064034731	55	
CNAG_04112T0	2	6.18195631529	13.0780626781	61	
CNAG_04112T0	3	6.09089675756	12.5361009361	70	
CNAG_04112T0	4	6.01226427893	13.3623117623	115	
CNAG_04112T0	5	4.88975715642	11.5438339438	99	
CNAG_04112T0	6	6.40444987112	13.5833943834	89	
CNAG_04112T0	7	5.42363315697	13.8805589472	79	
CNAG_04113T0	0	5.22414869082	13.6421109754	63	
CNAG_04113T0	1	6.4741283408	12.4516076516	58	
CNAG_04113T0	2	5.98941798942	12.2368742369	84	
CNAG_04113T0	3	4.93197666531	12.7100257767	152	
CNAG_01470T0	0	6.48785782119	12.5338217338	70	
CNAG_01470T0	1	4.93197666531	11.9238095238	80	
CNAG_01470T0	2	6.18195631529	11.3757156424	61	
CNAG_01471T0	0	5.55636955637	10.9113010446	63	
CNAG_01471T0	1	6.86148419482	11.5343915344	72	
CNAG_01471T0	2	5.88484601818	12.7847510514	89	
CNAG_07579T0	0	5.51154524488	13.3248677249	53	
CNAG_07579T0	1	6.45860805861	11.5505087505	48	
CNAG_07579T0	2	5.3514041514	11.8028490028	67	
CNAG_07579T0	3	5.3514041514	10.9463573464	49	
CNAG_07579T0	4	5.40675620676	11.8834893502	52	
CNAG_07579T0	5	5.84854158187	12.7869217203	55	
CNAG_07579T0	6	5.49179215846	11.5994030661	40	
CNAG_07579T0	7	6.36554063221	12.7176773843	66	
CNAG_07578T0	0	6.88639261973	13.6268620269	59	
CNAG_07578T0	1	6.69081535748	12.6595577262	74	
CNAG_07575T0	0	4.93197666531	12.3342830009	115	
CNAG_07575T0	1	5.55636955637	13.5291819292	59	
CNAG_07574T0	0	7.25187898521	13.2641975309	52	
CNAG_07577T0	0	6.70378510379	10.5290462624	51	
CNAG_07577T0	1	5.97004477004	13.6195902863	59	
CNAG_07577T0	2	5.80415140415	10.56334283	60	
CNAG_07577T0	3	7.49266042599	13.6354361688	97	
CNAG_07576T0	0	6.40444987112	10.5353954687	66	
CNAG_07576T0	1	6.03554470221	11.4039343373	61	
CNAG_07576T0	2	5.61611721612	12.6479446479	81	
CNAG_07571T0	0	5.89076109076	13.7944376611	52	
CNAG_07571T0	1	5.80371727038	13.5621218288	51	
CNAG_07571T0	2	7.23766110433	11.5190883191	75	
CNAG_07570T0	0	5.89076109076	11.3757156424	52	
CNAG_07570T0	1	6.26406186406	13.2802062135	51	
CNAG_07570T0	2	6.30443630444	12.9062542396	56	
CNAG_07570T0	3	6.62200515534	11.4050739384	53	
CNAG_07573T0	0	5.38472391806	13.0290598291	59	
CNAG_07573T0	1	6.06327499661	13.7288291955	56	
CNAG_07573T0	2	5.78005698006	13.1468728802	63	
CNAG_07573T0	3	6.41161307828	11.2517704518	54	
CNAG_07573T0	4	7.31884411884	11.1092117759	49	
CNAG_07573T0	5	5.36453669787	11.0298195632	55	
CNAG_07573T0	6	6.32234432234	11.1621218288	59	
CNAG_07573T0	7	5.22414869082	12.6531542532	50	
CNAG_07573T0	8	6.59248405915	12.6253154253	54	
CNAG_07573T0	9	6.15265228599	12.7110025777	63	
CNAG_07573T0	10	5.67787274454	13.0420838421	55	
CNAG_07573T0	11	7.95978835979	12.9391941392	61	
CNAG_07573T0	12	5.34250440917	12.9308913309	55	
CNAG_07573T0	13	5.59658119658	9.86682946683	49	
CNAG_07573T0	14	6.09089675756	13.5988603989	56	
CNAG_07573T0	15	6.86050739384	13.6061864062	54	
CNAG_07573T0	16	5.46975986976	9.16689730023	54	
CNAG_07573T0	17	4.97088590422	11.3684439018	49	
CNAG_07573T0	18	4.93197666531	12.7022656356	50	
CNAG_07573T0	19	5.07236467236	10.6619997287	57	
CNAG_07573T0	20	6.34839234839	12.8262108262	53	
CNAG_07573T0	21	7.75471442138	9.21687695021	59	
CNAG_07573T0	22	7.70055623389	10.9730023063	59	
CNAG_07573T0	23	6.03554470221	10.8971374305	55	
CNAG_07573T0	24	6.01226427893	13.1611992945	53	
CNAG_07573T0	25	6.45057658391	10.6638990639	58	
CNAG_07573T0	26	5.60347307014	11.4099579433	48	
CNAG_07573T0	27	5.75802469136	12.518627052	50	
CNAG_07573T0	28	6.63568036901	11.6732600733	54	
CNAG_07573T0	29	4.93197666531	12.7022656356	53	
CNAG_07572T0	0	6.71973951974	11.5427486094	56	
CNAG_07572T0	1	5.55636955637	12.1609550943	51	
CNAG_07572T0	2	6.00911680912	12.8000542667	63	
CNAG_07572T0	3	5.07236467236	12.3349342016	57	
CNAG_07572T0	4	5.40675620676	12.1273097273	66	
CNAG_07572T0	5	5.67689594356	13.7173789174	79	
CNAG_07572T0	6	5.84854158187	12.5238909239	72	
CNAG_04808T0	0	5.78005698006	10.8002170669	70	
CNAG_04808T0	1	6.09143942477	13.5506715507	37	
CNAG_04808T0	2	5.34250440917	10.8262650929	36	
CNAG_04808T0	3	5.51154524488	11.4494098494	45	
CNAG_04808T0	4	5.3514041514	9.74717134717	38	
CNAG_04808T0	5	6.43169176503	9.37642110975	40	
CNAG_04808T0	6	5.78005698006	12.3752543753	40	
CNAG_04808T0	7	5.98382851716	12.7862705196	72	
CNAG_04809T0	0	7.90492470492	12.6697598698	51	
CNAG_04809T0	1	6.51032424366	8.84238230905	47	
CNAG_04809T0	2	6.24268077601	11.3984533985	49	
CNAG_04809T0	3	6.36554063221	12.5360466694	54	
CNAG_04809T0	4	5.80371727038	13.3677927011	53	
CNAG_04809T0	5	6.48785782119	13.2007054674	51	
CNAG_04809T0	6	4.93197666531	12.6479446479	53	
CNAG_04809T0	7	6.2208655542	13.7510242844	76	
CNAG_04809T0	8	5.61052774386	13.5848595849	63	
CNAG_04804T0	0	6.2208655542	12.5347985348	59	
CNAG_04804T0	1	5.8475647809	13.0780084113	48	
CNAG_04805T0	0	6.92687559354	13.1094288428	46	
CNAG_04805T0	1	6.56621896622	12.709374576	49	
CNAG_04805T0	2	6.62200515534	12.7722154389	62	
CNAG_04805T0	3	7.42471849139	11.2382037715	47	
CNAG_04805T0	4	6.2208655542	12.9581874915	52	
CNAG_04805T0	5	6.38306878307	12.5311626645	47	
CNAG_04805T0	6	6.06886446886	13.0357346357	47	
CNAG_04805T0	7	6.48704382038	12.8485687152	52	
CNAG_04805T0	8	5.34250440917	11.7566680233	65	
CNAG_04805T0	9	5.89076109076	11.3332247999	49	
CNAG_04805T0	10	5.67787274454	13.7303486637	47	
CNAG_04805T0	11	4.97088590422	12.1127119794	51	
CNAG_04806T0	0	5.30527743861	13.4044227378	155	
CNAG_04806T0	1	5.22414869082	13.0421923755	59	
CNAG_04806T0	2	4.88975715642	13.5797585131	49	
CNAG_04806T0	3	6.30443630444	12.4991995659	61	
CNAG_04807T0	0	5.8475647809	13.743698277	55	
CNAG_04800T0	0	5.89076109076	13.4050196717	56	
CNAG_04800T0	1	6.18195631529	10.7658119658	74	
CNAG_04800T0	2	6.55525708859	12.6882648216	54	
CNAG_04800T0	3	5.07236467236	12.9465201465	55	
CNAG_04800T0	4	6.48785782119	11.6733686067	55	
CNAG_04800T0	5	6.03554470221	10.4751051418	53	
CNAG_04800T0	6	7.56016822683	9.20944240944	57	
CNAG_04800T0	7	8.89827703161	12.1197123864	50	
CNAG_04800T0	8	5.84854158187	12.5781576448	53	
CNAG_04800T0	9	6.80634920635	12.8982227649	49	
CNAG_04800T0	10	6.19568579569	10.7967982635	55	
CNAG_04801T0	0	5.22414869082	13.7368064035	55	
CNAG_04801T0	1	5.44566544567	11.8235788902	49	
CNAG_04801T0	2	5.90828924162	13.0421923755	62	
CNAG_04801T0	3	6.55525708859	12.5344729345	57	
CNAG_04801T0	4	6.42528829195	12.1270383937	47	
CNAG_04801T0	5	5.07236467236	11.7115181115	54	
CNAG_04801T0	6	5.75802469136	13.0464251798	59	
CNAG_04801T0	7	6.51325464659	11.0421381088	61	
CNAG_04801T0	8	6.03114909782	12.536318003	57	
CNAG_04801T0	9	6.48829195496	11.9389499389	59	
CNAG_04801T0	10	6.5918328585	10.2900013567	56	
CNAG_04801T0	11	5.8475647809	11.1612535613	64	
CNAG_04802T0	0	6.69770723104	13.7368606702	49	
CNAG_04802T0	1	6.48785782119	12.9095645096	57	
CNAG_04802T0	2	5.75802469136	10.8534527201	51	
CNAG_04802T0	3	5.97579704246	11.0311219645	48	
CNAG_04803T0	0	5.30527743861	13.391344458	46	
CNAG_04803T0	1	5.89076109076	12.499362366	43	
CNAG_04803T0	2	7.02992809659	12.877004477	52	
CNAG_04803T0	3	6.51325464659	13.377343644	49	
CNAG_04803T0	4	5.88484601818	10.8324514991	55	
CNAG_04803T0	5	6.44216524217	12.6308506309	55	
CNAG_04803T0	6	6.02995522996	9.20276760277	52	
CNAG_04803T0	7	5.75802469136	13.144376611	51	
CNAG_03342T0	0	6.18195631529	12.5222629223	48	
CNAG_03342T0	1	6.48785782119	13.3249762583	49	
CNAG_03342T0	2	5.90828924162	12.4111789445	47	
CNAG_03342T0	3	6.26699226699	11.403988604	47	
CNAG_03342T0	4	5.75802469136	12.8174738841	50	
CNAG_06263T0	0	6.05117351784	11.6122642789	51	
CNAG_06263T0	1	5.82618369285	9.74462081129	65	
CNAG_06260T0	0	6.48226834894	13.1958757292	49	
CNAG_06260T0	1	7.27288020621	10.1137973138	55	
CNAG_06260T0	2	7.93949260616	12.6560846561	54	
CNAG_06260T0	3	5.78005698006	13.3690951024	50	
CNAG_06260T0	4	5.36453669787	12.8418939086	46	
CNAG_06260T0	5	5.93097273097	10.9721340388	50	
CNAG_06260T0	6	6.46419753086	13.014679148	58	
CNAG_06260T0	7	7.00539953873	13.3608465608	52	
CNAG_06260T0	8	6.01226427893	13.6485687152	57	
CNAG_06260T0	9	6.2208655542	10.1127662461	61	
CNAG_03341T0	0	6.4741283408	11.1209333876	48	
CNAG_03341T0	1	5.59658119658	10.5420160087	53	
CNAG_03341T0	2	7.66159272826	11.947686881	51	
CNAG_03341T0	3	5.38472391806	13.6945868946	49	
CNAG_03341T0	4	6.74177180844	9.3918328585	58	
CNAG_06266T0	0	5.95050875051	12.710351377	57	
CNAG_06266T0	1	6.63470356804	13.8812101479	51	
CNAG_06266T0	2	5.46932573599	10.6513634514	55	
CNAG_06266T0	3	5.55636955637	10.6627594628	66	
CNAG_06266T0	4	5.49179215846	11.2528557862	53	
CNAG_06266T0	5	5.34250440917	12.7704789038	56	
CNAG_06266T0	6	5.78005698006	11.6062406729	55	
CNAG_06266T0	7	5.3514041514	9.37620404287	51	
CNAG_06266T0	8	5.67689594356	13.4247727581	53	
CNAG_06266T0	9	4.59758513092	13.3477140144	54	
CNAG_06267T0	0	6.71930538597	12.6513091846	84	
CNAG_06267T0	1	5.46932573599	13.3744675078	68	
CNAG_06267T0	2	6.69564509565	11.9253832587	66	
CNAG_06267T0	3	5.51154524488	11.491683625	71	
CNAG_06267T0	4	5.89564509565	13.2450956451	67	
CNAG_06267T0	5	5.34250440917	13.5359652693	70	
CNAG_03344T0	0	6.51032424366	10.4891059558	49	
CNAG_03344T0	1	5.61611721612	12.7248405915	48	
CNAG_03344T0	2	4.93197666531	11.751675485	52	
CNAG_06265T0	0	5.17715371049	13.5620675621	66	
CNAG_06265T0	1	6.02995522996	11.042680776	51	
CNAG_06265T0	2	5.75802469136	13.9668430335	64	
CNAG_06265T0	3	4.88975715642	10.6265635599	60	
CNAG_06265T0	4	6.50392077059	12.6243928911	54	
CNAG_03348T0	0	4.93197666531	12.7036765703	101	
CNAG_03348T0	1	5.90828924162	12.8555148555	49	
CNAG_03349T0	0	5.40675620676	13.216334283	61	
CNAG_03349T0	1	6.3699362366	9.87670601004	57	
CNAG_03349T0	2	5.84854158187	10.3343915344	54	
CNAG_03349T0	3	6.60138380138	10.6548907882	53	
CNAG_03349T0	4	5.55636955637	12.5351241351	52	
CNAG_03349T0	5	5.36453669787	13.6204042871	54	
CNAG_03349T0	6	5.38472391806	13.5279880613	56	
CNAG_01274T0	0	6.00911680912	13.6520960521	38	
CNAG_01274T0	1	6.46501153168	13.5489892823	58	
CNAG_01274T0	2	5.38472391806	12.6313932981	48	
CNAG_01274T0	3	6.03114909782	12.9401166735	47	
CNAG_01274T0	4	5.01701261701	11.4415954416	55	
CNAG_01274T0	5	5.67787274454	11.404965405	56	
CNAG_01274T0	6	5.22414869082	13.7727852395	40	
CNAG_01274T0	7	5.22414869082	11.606023606	48	
CNAG_01274T0	8	5.05033238367	13.3889567223	51	
CNAG_01275T0	0	6.09089675756	12.2513091846	68	
CNAG_01275T0	1	6.35544702211	11.0979242979	68	
CNAG_01275T0	2	8.59943019943	10.9327906661	52	
CNAG_01275T0	3	6.54418667752	13.6946411613	61	
CNAG_01275T0	4	6.52389092389	11.1027540361	57	
CNAG_01275T0	5	5.78005698006	11.4118030118	50	
CNAG_01275T0	6	7.28020621354	11.2524759191	48	
CNAG_01275T0	7	5.42363315697	12.7977750644	61	
CNAG_01275T0	8	6.59248405915	13.1385158052	65	
CNAG_01275T0	9	6.30128883462	13.3479310813	54	
CNAG_01276T0	0	7.81929181929	13.2039614706	59	
CNAG_01276T0	1	5.49179215846	10.6701940035	56	
CNAG_01276T0	2	5.40675620676	13.8161443495	56	
CNAG_01276T0	3	7.03703703704	10.2991724325	59	
CNAG_01276T0	4	8.35995115995	11.3846696513	50	
CNAG_01276T0	5	6.87857821191	13.0355175689	63	
CNAG_01276T0	6	5.61052774386	13.6418939086	50	
CNAG_01276T0	7	6.05117351784	12.4920906254	54	
CNAG_01276T0	8	5.93097273097	11.5280965948	57	
CNAG_01276T0	9	7.67808981142	10.9639940307	55	
CNAG_01276T0	10	5.59658119658	10.7791615792	51	
CNAG_01276T0	11	7.85597612264	12.992321259	57	
CNAG_01276T0	12	6.76152489486	12.8115045448	51	
CNAG_01276T0	13	5.22414869082	12.8490571157	55	
CNAG_01276T0	14	5.8475647809	12.7100800434	61	
CNAG_01276T0	15	6.61511328178	9.16043956044	55	
CNAG_01276T0	16	5.36453669787	13.2814543481	55	
CNAG_01276T0	17	5.44566544567	13.7434812101	52	
CNAG_01277T0	0	5.80415140415	9.55441595442	64	
CNAG_01270T0	0	4.59758513092	11.3986161986	52	
CNAG_01270T0	1	5.61611721612	12.4665852666	53	
CNAG_01270T0	2	5.88484601818	10.6095238095	64	
CNAG_01270T0	3	4.93197666531	11.5797042464	48	
CNAG_01271T0	0	6.44444444444	11.612047212	77	
CNAG_01271T0	1	5.40675620676	13.7590014923	61	
CNAG_01271T0	2	6.8660968661	11.57335504	67	
CNAG_01272T0	0	7.04430877764	12.6525573192	55	
CNAG_01272T0	1	5.46932573599	12.7773165106	93	
CNAG_01272T0	2	5.46975986976	10.2578211912	216	
CNAG_01272T0	3	5.46932573599	12.8592049925	56	
CNAG_01272T0	4	6.76152489486	12.658038258	55	
CNAG_01273T0	0	6.36103649437	12.6317731651	60	
CNAG_01273T0	1	6.09089675756	12.8563288563	77	
CNAG_01273T0	2	6.56898656899	11.8737213404	57	
CNAG_01273T0	3	6.40553520554	13.2741283408	60	
CNAG_01273T0	4	4.97088590422	12.7098087098	64	
CNAG_01273T0	5	7.66159272826	12.4926875594	61	
CNAG_01278T0	0	9.49081535748	12.3209876543	61	
CNAG_01278T0	1	7.24449871117	12.8419481753	58	
CNAG_01278T0	2	9.49081535748	12.3209876543	52	
CNAG_01278T0	3	5.90828924162	12.5305657306	60	
CNAG_01278T0	4	7.13482566816	10.6508207842	55	
CNAG_01278T0	5	5.44566544567	13.3399538733	58	
CNAG_01278T0	6	7.15045448379	13.5606566273	52	
CNAG_01278T0	7	5.46932573599	12.6941256275	48	
CNAG_01278T0	8	6.59248405915	12.624989825	62	
CNAG_01278T0	9	6.50392077059	11.3524352191	64	
CNAG_01278T0	10	6.75718355718	12.8036358703	54	
