Transcript	Length
CNAG_01097T0	1876
CNAG_01098T0	2660
CNAG_01099T0	3219
CNAG_01100T0	5237
CNAG_01101T0	4221
CNAG_01102T0	1461
CNAG_01103T0	1229
CNAG_01104T0	1715
CNAG_01105T0	3888
CNAG_01106T0	3680
CNAG_01107T0	3065
CNAG_01108T0	3230
CNAG_01109T0	1072
CNAG_01110T0	871
CNAG_01111T0	1435
CNAG_01112T0	1755
CNAG_01113T0	960
CNAG_01114T0	785
CNAG_01115T0	10346
CNAG_01116T0	2768
CNAG_01117T0	4503
CNAG_01118T0	3091
CNAG_01119T0	2842
CNAG_01120T0	2541
CNAG_01121T0	1224
CNAG_01122T0	1147
CNAG_01123T0	2303
CNAG_01124T0	1140
CNAG_01125T0	4819
CNAG_01126T0	6795
CNAG_01127T0	2591
CNAG_01128T0	1475
CNAG_01129T0	3104
CNAG_01130T0	3332
CNAG_01130T1	3332
CNAG_01131T0	1689
CNAG_01132T0	1351
CNAG_01133T0	1404
CNAG_01134T0	4271
CNAG_01135T0	2037
CNAG_01135T1	2037
CNAG_01135T2	2037
CNAG_01136T0	1374
CNAG_01137T0	3501
CNAG_01138T0	1756
CNAG_01139T0	1006
CNAG_01140T0	3171
CNAG_01141T0	1233
CNAG_01142T0	4214
CNAG_01143T0	1487
CNAG_01144T0	2478
CNAG_01145T0	1549
CNAG_01146T0	4208
CNAG_01147T0	1152
CNAG_01148T0	1981
CNAG_01149T0	5377
CNAG_01150T0	2666
CNAG_01151T0	1290
CNAG_01152T0	1129
CNAG_01152T1	1129
CNAG_01153T0	1014
CNAG_01154T0	1709
CNAG_01155T0	2859
CNAG_01156T0	2732
CNAG_01157T0	2348
CNAG_01158T0	2379
CNAG_01159T0	2132
CNAG_01161T0	1652
CNAG_01162T0	1836
CNAG_01163T0	3211
CNAG_01164T0	4165
CNAG_01165T0	2676
CNAG_01166T0	1198
CNAG_01167T0	4724
CNAG_01168T0	2124
CNAG_01169T0	1948
CNAG_01170T0	1236
CNAG_01171T0	682
CNAG_01172T0	2758
CNAG_01173T0	4490
CNAG_01174T0	4930
CNAG_01175T0	1329
CNAG_01177T0	1793
CNAG_01178T0	2735
CNAG_01179T0	1705
CNAG_01180T0	2481
CNAG_01181T0	1085
CNAG_01182T0	1767
CNAG_01183T0	2632
CNAG_01184T0	2225
CNAG_01185T0	1779
CNAG_01186T0	3137
CNAG_01187T0	1320
CNAG_01188T0	4352
CNAG_01189T0	5931
CNAG_01190T0	1322
CNAG_01191T0	1862
CNAG_01191T1	1862
CNAG_01191T2	1862
CNAG_01192T0	1241
CNAG_01193T0	3834
CNAG_01193T1	3834
CNAG_01194T0	1342
CNAG_01195T0	5539
CNAG_01196T0	2851
CNAG_01197T0	1607
CNAG_01198T0	819
CNAG_01199T0	2608
CNAG_01200T0	1360
CNAG_01201T0	1207
CNAG_01202T0	1518
CNAG_01203T0	2604
CNAG_01204T0	1269
CNAG_01207T0	2897
CNAG_01208T0	7824
CNAG_01209T0	8454
CNAG_01210T0	1190
CNAG_01211T0	1480
CNAG_01212T0	1547
CNAG_01213T0	3433
CNAG_01214T0	2073
CNAG_01215T0	655
CNAG_01216T0	1387
CNAG_01217T0	2432
CNAG_01220T0	770
CNAG_01221T0	1217
CNAG_01222T0	1934
CNAG_01223T0	1906
CNAG_01224T0	1535
CNAG_01228T0	1238
CNAG_01229T0	2332
CNAG_01230T0	2104
CNAG_01231T0	2170
CNAG_01232T0	5307
CNAG_01233T0	5422
CNAG_01234T0	4392
CNAG_01235T0	4257
CNAG_01235T1	4257
CNAG_01236T0	1636
CNAG_01237T0	1212
CNAG_01238T0	2506
CNAG_01239T0	2561
CNAG_01240T0	2193
CNAG_01241T0	1685
CNAG_01242T0	2878
CNAG_01243T0	5161
CNAG_01244T0	2059
CNAG_01244T1	2059
CNAG_01245T0	2994
CNAG_01246T0	1547
CNAG_01246T1	1547
CNAG_01246T2	1547
CNAG_01247T0	1173
CNAG_01248T0	4290
CNAG_01249T0	3188
CNAG_01250T0	3334
CNAG_01251T0	7032
CNAG_01252T0	1812
CNAG_01253T0	1007
CNAG_01254T0	1411
CNAG_01255T0	2210
CNAG_01256T0	4084
CNAG_01257T0	1542
CNAG_01258T0	4998
CNAG_01261T0	4908
CNAG_01262T0	1484
CNAG_01263T0	3192
CNAG_01264T0	1648
CNAG_01265T0	1389
CNAG_01266T0	4007
CNAG_01267T0	1242
CNAG_01268T0	2252
CNAG_01268T1	2252
CNAG_01270T0	1704
CNAG_01271T0	1504
CNAG_01272T0	1827
CNAG_01273T0	1857
CNAG_01274T0	3800
CNAG_01275T0	2299
CNAG_01276T0	4665
CNAG_01277T0	2989
CNAG_01278T0	6486
CNAG_01278T1	6486
CNAG_01279T0	3180
CNAG_01279T1	3180
CNAG_01281T0	1253
CNAG_01282T0	3166
CNAG_01283T0	3505
CNAG_01284T0	2005
CNAG_01285T0	2095
CNAG_01286T0	2241
CNAG_01286T1	2241
CNAG_01287T0	1883
CNAG_01288T0	1890
CNAG_01289T0	960
CNAG_01290T0	1079
CNAG_01291T0	1304
CNAG_01292T0	4136
CNAG_01293T0	6955
CNAG_01294T0	3245
CNAG_01294T1	3245
CNAG_01295T0	1101
CNAG_01295T1	1101
CNAG_01296T0	3702
CNAG_01297T0	4792
CNAG_01297T1	4792
CNAG_01297T2	4792
CNAG_01298T0	6197
CNAG_01299T0	2503
CNAG_01299T1	2503
CNAG_01300T0	3148
CNAG_01301T0	1325
CNAG_01302T0	748
CNAG_01303T0	2749
CNAG_01303T1	2749
CNAG_01304T0	2884
CNAG_01305T0	3007
CNAG_01306T0	4937
CNAG_01306T1	4937
CNAG_01307T0	1614
CNAG_01308T0	3578
CNAG_01309T0	1168
CNAG_01310T0	1734
CNAG_01313T0	911
CNAG_01314T0	3020
CNAG_01314T1	3020
CNAG_01315T0	2960
CNAG_01316T0	1279
CNAG_01317T0	1161
CNAG_01318T0	2822
CNAG_01319T0	2148
CNAG_01320T0	1636
CNAG_01321T0	1226
CNAG_01322T0	2063
CNAG_01323T0	1129
CNAG_01324T0	1691
CNAG_01325T0	984
CNAG_01330T0	3216
CNAG_01331T0	1494
CNAG_01332T0	1400
CNAG_01333T0	2373
CNAG_01334T0	4427
CNAG_01334T1	4427
CNAG_01335T0	2304
CNAG_01336T0	2187
CNAG_01336T1	2187
CNAG_01337T0	2697
CNAG_01337T1	2697
CNAG_01338T0	4379
CNAG_01339T0	4319
CNAG_01340T0	5530
CNAG_01341T0	1038
CNAG_01341T1	1038
CNAG_01342T0	2224
CNAG_01343T0	2468
CNAG_01344T0	2333
CNAG_01345T0	1963
CNAG_01346T0	1700
CNAG_01347T0	2620
CNAG_01348T0	2322
CNAG_01348T1	2322
CNAG_01349T0	1601
CNAG_01350T0	1852
CNAG_01351T0	1537
CNAG_01352T0	4760
CNAG_01353T0	2160
CNAG_01354T0	2680
CNAG_01355T0	1719
CNAG_01356T0	4457
CNAG_01357T0	1378
CNAG_01358T0	1173
CNAG_01359T0	1348
CNAG_01360T0	4798
CNAG_01361T0	3378
CNAG_01362T0	3199
CNAG_01363T0	1606
CNAG_01364T0	1893
CNAG_01365T0	2798
CNAG_01367T0	6937
CNAG_01368T0	2490
CNAG_01368T1	2490
CNAG_01369T0	1691
CNAG_01369T1	1691
CNAG_01370T0	2055
CNAG_01371T0	2329
CNAG_01372T0	3014
CNAG_01373T0	2965
CNAG_01375T0	3029
CNAG_01376T0	4587
CNAG_01376T1	4587
CNAG_01377T0	4450
CNAG_01378T0	2065
CNAG_01379T0	675
CNAG_01380T0	2463
CNAG_01381T0	1070
CNAG_01382T0	2093
CNAG_01383T0	248
CNAG_01384T0	3634
CNAG_01385T0	3401
CNAG_01386T0	1065
CNAG_01387T0	1650
CNAG_01388T0	2621
CNAG_01389T0	2511
CNAG_01390T0	967
CNAG_01391T0	2109
CNAG_01392T0	1823
CNAG_01395T0	2096
CNAG_01396T0	1226
CNAG_01397T0	1373
CNAG_01398T0	3806
CNAG_01399T0	1295
CNAG_01400T0	1710
CNAG_01401T0	1402
CNAG_01402T0	2035
CNAG_01403T0	1305
CNAG_01404T0	2264
CNAG_01405T0	2719
CNAG_01406T0	1873
CNAG_01408T0	5236
CNAG_01411T0	2603
CNAG_01412T0	4413
CNAG_01413T0	2222
CNAG_01414T0	1494
CNAG_01415T0	4754
CNAG_01416T0	1344
CNAG_01417T0	1232
CNAG_01418T0	2977
CNAG_01419T0	3379
CNAG_01420T0	1896
CNAG_01421T0	7171
CNAG_01422T0	3075
CNAG_01423T0	2904
CNAG_01424T0	5018
CNAG_01425T0	1349
CNAG_01426T0	1707
CNAG_01426T1	1707
CNAG_01426T2	1707
CNAG_01428T0	3830
CNAG_01429T0	1818
CNAG_01430T0	2433
CNAG_01431T0	2012
CNAG_01432T0	2094
CNAG_01432T1	2094
CNAG_01435T0	2015
CNAG_01436T0	1482
CNAG_01437T0	1516
CNAG_01438T0	3644
CNAG_01439T0	2278
CNAG_01440T0	2478
CNAG_01441T0	3392
CNAG_01441T1	3392
CNAG_01442T0	3400
CNAG_01443T0	1638
CNAG_01444T0	924
CNAG_01445T0	4150
CNAG_01446T0	862
CNAG_01448T0	3373
CNAG_01451T0	566
CNAG_01452T0	1227
CNAG_01454T0	3787
CNAG_01455T0	1424
CNAG_01456T0	1353
CNAG_01456T1	1353
CNAG_01457T0	2995
CNAG_01461T0	2371
CNAG_01463T0	936
CNAG_01464T0	2864
CNAG_01465T0	2885
CNAG_01466T0	3062
CNAG_01467T0	4343
CNAG_01468T0	3034
CNAG_01469T0	1118
CNAG_01470T0	1196
CNAG_01471T0	2152
CNAG_01472T0	3517
CNAG_01473T0	3362
CNAG_01474T0	4080
CNAG_01474T1	4080
CNAG_01475T0	1991
CNAG_01476T0	5242
CNAG_01477T0	2943
CNAG_01478T0	2766
CNAG_01479T0	1309
CNAG_01480T0	1528
CNAG_01481T0	2221
CNAG_01482T0	3129
CNAG_01483T0	3259
CNAG_01485T0	2711
CNAG_01486T0	1715
CNAG_01487T0	1866
CNAG_01489T0	1032
CNAG_01490T0	1997
CNAG_01490T1	1997
CNAG_01491T0	1335
CNAG_01492T0	1760
CNAG_01493T0	1081
CNAG_01493T1	1081
CNAG_01494T0	2075
CNAG_01494T1	2075
CNAG_01495T0	1905
CNAG_01496T0	2464
CNAG_01497T0	2632
CNAG_01498T0	3444
CNAG_01499T0	3470
CNAG_01499T1	3470
CNAG_01500T0	1611
CNAG_01501T0	3305
CNAG_01502T0	2943
CNAG_01504T0	1314
CNAG_01506T0	2331
CNAG_01507T0	1338
CNAG_01508T0	3848
CNAG_01509T0	1866
CNAG_01510T0	4450
CNAG_01511T0	1979
CNAG_01512T0	3058
CNAG_01512T1	3058
CNAG_01513T0	2153
CNAG_01514T0	1220
CNAG_01518T0	2130
CNAG_01518T1	2130
CNAG_01519T0	1522
CNAG_01520T0	2521
CNAG_01521T0	1780
CNAG_01522T0	1610
CNAG_01523T0	2395
CNAG_01524T0	1831
CNAG_01525T0	2726
CNAG_01526T0	3249
CNAG_01527T0	1683
CNAG_01528T0	1459
CNAG_01529T0	1934
CNAG_01530T0	5965
CNAG_01531T0	4497
CNAG_01532T0	5074
CNAG_01533T0	4031
CNAG_01534T0	835
CNAG_01535T0	3066
CNAG_01536T0	6199
CNAG_01537T0	3125
CNAG_01538T0	4903
CNAG_01539T0	2406
CNAG_01540T0	2140
CNAG_01541T0	1461
CNAG_01542T0	1840
CNAG_01543T0	3080
CNAG_01544T0	2252
CNAG_01545T0	2014
CNAG_01545T1	2014
CNAG_01546T0	1702
CNAG_01547T0	2803
CNAG_01548T0	1661
CNAG_01549T0	1923
CNAG_01550T0	1539
CNAG_01551T0	2110
CNAG_01552T0	1108
CNAG_01553T0	1644
CNAG_01554T0	2767
CNAG_01555T0	1416
CNAG_01556T0	3474
CNAG_01557T0	1571
CNAG_01558T0	2088
CNAG_01559T0	3724
CNAG_01560T0	2357
CNAG_01561T0	3763
CNAG_01562T0	2150
CNAG_01562T1	2150
CNAG_01563T0	4167
CNAG_01564T0	2295
CNAG_01565T0	3072
CNAG_01566T0	3498
CNAG_01567T0	2249
CNAG_01568T0	2249
CNAG_01569T0	2843
CNAG_01570T0	3146
CNAG_01570T1	3146
CNAG_01571T0	1887
CNAG_01572T0	3769
CNAG_01572T1	3769
CNAG_01573T0	3801
CNAG_01573T1	3801
CNAG_01574T0	3066
CNAG_01575T0	6279
CNAG_01576T0	2144
CNAG_01577T0	2649
CNAG_01578T0	2007
CNAG_01579T0	6668
CNAG_01580T0	4775
CNAG_01581T0	267
CNAG_01582T0	496
CNAG_01583T0	1453
CNAG_01584T0	1872
CNAG_01585T0	936
CNAG_01586T0	1541
CNAG_01587T0	1641
CNAG_01588T0	1425
CNAG_01590T0	694
CNAG_01591T0	4474
CNAG_01592T0	1136
CNAG_01593T0	1748
CNAG_01594T0	3734
CNAG_01595T0	2256
CNAG_01596T0	1242
CNAG_01597T0	1279
CNAG_01598T0	1544
CNAG_01599T0	1601
CNAG_01600T0	1703
CNAG_01601T0	2044
CNAG_01602T0	3000
CNAG_01603T0	1757
CNAG_01604T0	1579
CNAG_01604T1	1579
CNAG_01605T0	1472
CNAG_01606T0	370
CNAG_01607T0	1644
CNAG_01608T0	2773
CNAG_01608T1	2773
CNAG_01609T0	5226
CNAG_01610T0	4425
CNAG_01611T0	2834
CNAG_01612T0	3457
CNAG_01612T1	3457
CNAG_01613T0	7691
CNAG_01613T1	7691
CNAG_01614T0	2028
CNAG_01615T0	1338
CNAG_01616T0	4495
CNAG_01619T0	2960
CNAG_01620T0	2339
CNAG_01621T0	1947
CNAG_01622T0	1715
CNAG_01623T0	1981
CNAG_01624T0	2299
CNAG_01625T0	1763
CNAG_01626T0	3155
CNAG_01627T0	1627
CNAG_01628T0	749
CNAG_01629T0	885
CNAG_01630T0	2599
CNAG_01631T0	2771
CNAG_01632T0	2259
CNAG_01632T1	2259
CNAG_01633T0	3284
CNAG_01634T0	2728
CNAG_01635T0	2232
CNAG_01636T0	1172
CNAG_01637T0	2342
CNAG_01638T0	1234
CNAG_01639T0	3011
CNAG_01640T0	10683
CNAG_01641T0	4173
CNAG_01642T0	5472
CNAG_01642T1	5472
CNAG_01643T0	1055
CNAG_01643T1	1055
CNAG_01644T0	1277
CNAG_01645T0	1869
CNAG_01646T0	1782
CNAG_01647T0	1340
CNAG_01648T0	848
CNAG_01649T0	4729
CNAG_01650T0	2730
CNAG_01651T0	3262
CNAG_01652T0	2611
CNAG_01653T0	1711
CNAG_01654T0	2824
CNAG_01654T1	2824
CNAG_01655T0	3329
CNAG_01656T0	1866
CNAG_01657T0	2022
CNAG_01658T0	4335
CNAG_01659T0	2108
CNAG_01660T0	1749
CNAG_01663T0	2006
CNAG_01664T0	1735
CNAG_01665T0	1220
CNAG_01666T0	1030
CNAG_01667T0	2824
CNAG_01668T0	2092
CNAG_01669T0	1748
CNAG_01670T0	1198
CNAG_01671T0	2565
CNAG_01672T0	1054
CNAG_01673T0	3628
CNAG_01673T1	3628
CNAG_01674T0	2567
CNAG_01675T0	2470
CNAG_01675T1	2470
CNAG_01676T0	2245
CNAG_01677T0	1399
CNAG_01678T0	3618
CNAG_01679T0	1645
CNAG_01680T0	3161
CNAG_01681T0	3144
CNAG_01682T0	2365
CNAG_01683T0	2738
CNAG_01686T0	1853
CNAG_01687T0	2247
CNAG_01688T0	3055
CNAG_01689T0	1132
CNAG_01689T1	1132
CNAG_01690T0	3392
CNAG_01690T1	3392
CNAG_01690T2	3392
CNAG_01691T0	1994
CNAG_01691T1	1994
CNAG_01692T0	1960
CNAG_01693T0	1239
CNAG_01694T0	5921
CNAG_01695T0	2124
CNAG_01696T0	2272
CNAG_01696T1	2272
CNAG_01697T0	2201
CNAG_01698T0	2410
CNAG_01699T0	2821
CNAG_01701T0	1959
CNAG_01702T0	1672
CNAG_01703T0	2383
CNAG_01704T0	3719
CNAG_01706T0	2060
CNAG_01707T0	4629
CNAG_01708T0	3505
CNAG_01709T0	2121
CNAG_01710T0	2126
CNAG_01711T0	3149
CNAG_01712T0	2840
CNAG_01713T0	877
CNAG_01714T0	1826
CNAG_01715T0	3867
CNAG_01716T0	2915
CNAG_01717T0	2685
CNAG_01718T0	2696
CNAG_01719T0	3257
CNAG_01720T0	2116
CNAG_01721T0	1842
CNAG_01722T0	11611
CNAG_01723T0	2442
CNAG_01725T0	1060
CNAG_01725T1	1060
CNAG_01726T0	4145
CNAG_01727T0	2605
CNAG_01728T0	1727
CNAG_01729T0	4491
CNAG_01730T0	1963
CNAG_01731T0	2610
CNAG_01732T0	2822
CNAG_01733T0	2116
CNAG_01734T0	3971
CNAG_01735T0	703
CNAG_01736T0	1274
CNAG_01737T0	1760
CNAG_01738T0	3240
CNAG_01739T0	2964
CNAG_01739T1	2964
CNAG_01740T0	2090
CNAG_01741T0	2857
CNAG_01741T1	2857
CNAG_01742T0	2039
CNAG_01743T0	1390
CNAG_01744T0	2019
CNAG_01745T0	2236
CNAG_01746T0	2787
CNAG_01749T0	1255
CNAG_01750T0	2774
CNAG_01751T0	1034
CNAG_01751T1	1034
CNAG_01752T0	1638
CNAG_01753T0	1324
CNAG_01753T1	1324
CNAG_01754T0	3589
CNAG_01755T0	3321
CNAG_01756T0	1159
CNAG_01758T0	2338
CNAG_01759T0	2142
CNAG_01760T0	3107
CNAG_01761T0	1330
CNAG_01763T0	2610
CNAG_01764T0	3258
CNAG_01765T0	3022
CNAG_01765T1	3022
CNAG_01768T0	3312
CNAG_01769T0	3653
CNAG_01770T0	2795
CNAG_01771T0	997
CNAG_01772T0	1981
CNAG_01773T0	1955
CNAG_01776T0	1603
CNAG_01777T0	1821
CNAG_01778T0	1667
CNAG_01779T0	1755
CNAG_01780T0	2484
CNAG_01781T0	2185
CNAG_01781T1	2185
CNAG_01781T2	2185
CNAG_01781T3	2185
CNAG_01787T0	2028
CNAG_01788T0	1841
CNAG_01789T0	695
CNAG_01790T0	1587
CNAG_01791T0	2077
CNAG_01792T0	2830
CNAG_01792T1	2899
CNAG_01793T0	2318
CNAG_01793T1	2388
CNAG_01794T0	1582
CNAG_01795T0	3769
CNAG_01796T0	2831
CNAG_01796T1	2831
CNAG_01796T2	2831
CNAG_01796T3	2831
CNAG_01797T0	1878
CNAG_01798T0	1876
CNAG_01799T0	1032
CNAG_01800T0	433
CNAG_01801T0	1018
CNAG_01802T0	1627
CNAG_01803T0	1028
CNAG_01806T0	3311
CNAG_01807T0	4417
CNAG_01808T0	5252
CNAG_01809T0	1959
CNAG_01810T0	971
CNAG_01811T0	1595
CNAG_01812T0	1213
CNAG_01813T0	1966
CNAG_01814T0	1954
CNAG_01815T0	3498
CNAG_01816T0	2850
CNAG_01816T1	2850
CNAG_01817T0	2866
CNAG_01818T0	2488
CNAG_01819T0	1312
CNAG_01820T0	2994
CNAG_01820T1	2994
CNAG_01821T0	1460
CNAG_01822T0	850
CNAG_01823T0	2064
CNAG_01823T1	2064
CNAG_01824T0	6267
CNAG_01824T1	6267
CNAG_01825T0	1208
CNAG_01826T0	2892
CNAG_01827T0	3074
CNAG_01827T1	3074
CNAG_01827T2	3074
CNAG_01827T3	3074
CNAG_01828T0	2112
CNAG_01832T0	1171
CNAG_01833T0	1396
CNAG_01834T0	2023
CNAG_01834T1	2023
CNAG_01835T0	3518
CNAG_01836T0	1896
CNAG_01837T0	3698
CNAG_01839T0	1118
CNAG_01840T0	2306
CNAG_01841T0	1396
CNAG_01842T0	5200
CNAG_01843T0	1211
CNAG_01844T0	2741
CNAG_01845T0	4143
CNAG_01846T0	3272
CNAG_01847T0	3440
CNAG_01848T0	5100
CNAG_01849T0	1790
CNAG_01850T0	5784
CNAG_01851T0	1953
CNAG_01852T0	4089
CNAG_01853T0	1055
CNAG_01854T0	3802
CNAG_01855T0	1281
CNAG_01856T0	2690
CNAG_01857T0	783
CNAG_01858T0	3286
CNAG_01859T0	3729
CNAG_01860T0	1565
CNAG_01861T0	1472
CNAG_01862T0	3108
CNAG_01863T0	4939
CNAG_01864T0	2273
CNAG_01865T0	2655
CNAG_01866T0	4567
CNAG_01867T0	2728
CNAG_01868T0	1234
CNAG_01869T0	2313
CNAG_01870T0	1363
CNAG_01871T0	1866
CNAG_01872T0	1167
CNAG_01873T0	1136
CNAG_01874T0	1409
CNAG_01875T0	5438
CNAG_01876T0	3122
CNAG_01877T0	2132
CNAG_01878T0	1584
CNAG_01879T0	2313
CNAG_01880T0	2075
CNAG_01881T0	982
CNAG_01882T0	2500
CNAG_01883T0	1846
CNAG_01884T0	1944
CNAG_01885T0	2939
CNAG_01886T0	1370
CNAG_01889T0	1571
CNAG_01890T0	3060
CNAG_01891T0	2157
CNAG_01892T0	1232
CNAG_01893T0	1580
CNAG_01894T0	4141
CNAG_01895T0	1293
CNAG_01896T0	1775
CNAG_01897T0	2794
CNAG_01898T0	1930
CNAG_01899T0	1003
CNAG_01900T0	1723
CNAG_01901T0	1549
CNAG_01902T0	5410
CNAG_01903T0	4418
CNAG_01904T0	2197
CNAG_01905T0	5004
CNAG_01906T0	1602
CNAG_01907T0	3397
CNAG_01908T0	1159
CNAG_01909T0	3393
CNAG_01910T0	1508
CNAG_01911T0	2766
CNAG_01912T0	3223
CNAG_01913T0	2521
CNAG_01914T0	2054
CNAG_01915T0	1839
CNAG_01916T0	4838
CNAG_01917T0	1281
CNAG_01918T0	4157
CNAG_01919T0	2417
CNAG_01920T0	2305
CNAG_01921T0	807
CNAG_01922T0	2044
CNAG_01923T0	1986
CNAG_01924T0	1208
CNAG_01925T0	2295
CNAG_01926T0	3250
CNAG_01927T0	1096
CNAG_01928T0	4413
CNAG_01929T0	2829
CNAG_01930T0	4309
CNAG_01931T0	1796
CNAG_01933T0	953
CNAG_01934T0	1597
CNAG_01936T0	3282
CNAG_01937T0	1734
CNAG_01937T1	1734
CNAG_01938T0	4262
CNAG_01939T0	3520
CNAG_01940T0	2753
CNAG_01940T1	2753
CNAG_01941T0	3440
CNAG_01942T0	841
CNAG_01943T0	1817
CNAG_01944T0	593
CNAG_01945T0	582
CNAG_01946T0	2304
CNAG_01947T0	1429
CNAG_01948T0	3923
CNAG_01949T0	1683
CNAG_01950T0	1580
CNAG_01950T1	1580
CNAG_01951T0	1373
CNAG_01951T1	1373
CNAG_01952T0	2512
CNAG_01952T1	2512
CNAG_01953T0	2694
CNAG_01954T0	1496
CNAG_01955T0	1450
CNAG_01956T0	1575
CNAG_01957T0	1104
CNAG_01958T0	1070
CNAG_01959T0	5157
CNAG_01960T0	2429
CNAG_01961T0	2636
CNAG_01962T0	995
CNAG_01963T0	1267
CNAG_01964T0	3765
CNAG_01965T0	2684
CNAG_01968T0	810
CNAG_01969T0	4197
CNAG_01970T0	3834
CNAG_01971T0	1151
CNAG_01972T0	4169
CNAG_01972T1	4246
CNAG_01973T0	4707
CNAG_01974T0	892
CNAG_01975T0	3878
CNAG_01976T0	1500
CNAG_01977T0	1559
CNAG_01978T0	1875
CNAG_01979T0	3359
CNAG_01980T0	1808
CNAG_01981T0	1832
CNAG_01982T0	2846
CNAG_01983T0	6227
CNAG_01984T0	2000
CNAG_01985T0	3070
CNAG_01986T0	1715
CNAG_01987T0	3874
CNAG_01988T0	6823
CNAG_01988T1	6823
CNAG_01989T0	3577
CNAG_01990T0	1400
CNAG_01991T0	1369
CNAG_01992T0	3996
CNAG_01993T0	1408
CNAG_01994T0	3869
CNAG_01995T0	1233
CNAG_01996T0	4461
CNAG_01996T1	4461
CNAG_01997T0	2104
CNAG_01999T0	1471
CNAG_02000T0	3165
CNAG_02001T0	5500
CNAG_02002T0	1598
CNAG_02004T0	2777
CNAG_02005T0	1775
CNAG_02006T0	1794
CNAG_02007T0	1804
CNAG_02008T0	1589
CNAG_02009T0	2902
CNAG_02010T0	2366
CNAG_02010T1	2366
CNAG_02011T0	1821
CNAG_02012T0	2220
CNAG_02012T1	2220
CNAG_02013T0	1497
CNAG_02013T1	1497
CNAG_02016T0	1899
CNAG_02017T0	698
CNAG_02018T0	2443
CNAG_02020T0	1765
CNAG_02021T0	1340
CNAG_02022T0	1634
CNAG_02023T0	1973
CNAG_02023T1	1973
CNAG_02024T0	4689
CNAG_02025T0	2302
CNAG_02026T0	3769
CNAG_02027T0	5098
CNAG_02028T0	3429
CNAG_02029T0	2337
CNAG_02030T0	4480
CNAG_02031T0	1482
CNAG_02032T0	5631
CNAG_02033T0	1091
CNAG_02034T0	1347
CNAG_02035T0	2848
CNAG_02036T0	2618
CNAG_02037T0	2668
CNAG_02038T0	2596
CNAG_02039T0	2356
CNAG_02039T1	2356
CNAG_02040T0	3831
CNAG_02041T0	2410
CNAG_02043T0	1562
CNAG_02043T1	1562
CNAG_02044T0	1416
CNAG_02045T0	2958
CNAG_02046T0	3660
CNAG_02047T0	1601
CNAG_02048T0	2580
CNAG_02049T0	2310
CNAG_02050T0	4270
CNAG_02050T1	4270
CNAG_02051T0	3980
CNAG_02052T0	1657
CNAG_02053T0	1763
CNAG_02054T0	1662
CNAG_02055T0	1777
CNAG_02056T0	1699
CNAG_02057T0	1470
CNAG_02057T1	1470
CNAG_02057T2	1470
CNAG_02058T0	2561
CNAG_02059T0	1590
CNAG_02060T0	1617
CNAG_02061T0	1498
CNAG_02062T0	3993
CNAG_02063T0	4464
CNAG_02064T0	6394
CNAG_02065T0	1513
CNAG_02065T1	1513
CNAG_02066T0	2536
CNAG_02067T0	1402
CNAG_02068T0	1814
CNAG_02069T0	1624
CNAG_02070T0	2326
CNAG_02071T0	4621
CNAG_02072T0	1785
CNAG_02073T0	3028
CNAG_02074T0	2048
CNAG_02075T0	1261
CNAG_02076T0	2482
CNAG_02077T0	1565
CNAG_02078T0	1788
CNAG_02079T0	5007
CNAG_02080T0	2194
CNAG_02080T1	2194
CNAG_02081T0	2796
CNAG_02082T0	918
CNAG_02083T0	3359
CNAG_02084T0	1886
CNAG_02085T0	1929
CNAG_02086T0	2460
CNAG_02087T0	2415
CNAG_02088T0	1851
CNAG_02089T0	2758
CNAG_02090T0	3058
CNAG_02091T0	1992
CNAG_02092T0	3751
CNAG_02093T0	1371
CNAG_02094T0	1618
CNAG_02095T0	2621
CNAG_02096T0	1620
CNAG_02097T0	1478
CNAG_02099T0	8585
CNAG_02100T0	5367
CNAG_02101T0	2369
CNAG_02102T0	2514
CNAG_02103T0	7003
CNAG_02103T1	7003
CNAG_02104T0	1601
CNAG_02105T0	822
CNAG_02105T1	822
CNAG_02106T0	1080
CNAG_02107T0	2485
CNAG_02108T0	2966
CNAG_02109T0	4760
CNAG_02110T0	3355
CNAG_02111T0	3187
CNAG_02112T0	1054
CNAG_02113T0	1381
CNAG_02114T0	2783
CNAG_02115T0	1381
CNAG_02116T0	1582
CNAG_02117T0	1598
CNAG_02118T0	2092
CNAG_02119T0	2165
CNAG_02120T0	1697
CNAG_02121T0	2845
CNAG_02122T0	1784
CNAG_02123T0	1715
CNAG_02124T0	3045
CNAG_02125T0	3099
CNAG_02125T1	3099
CNAG_02126T0	775
CNAG_02127T0	1318
CNAG_02128T0	1275
CNAG_02129T0	4212
CNAG_02130T0	3062
CNAG_02131T0	1411
CNAG_02132T0	1891
CNAG_02133T0	1362
CNAG_02134T0	2306
CNAG_02135T0	1484
CNAG_02136T0	938
CNAG_02137T0	3657
CNAG_02138T0	5149
CNAG_02139T0	3008
CNAG_02140T0	3105
CNAG_02141T0	2718
CNAG_02143T0	3267
CNAG_02143T1	3267
CNAG_02144T0	1320
CNAG_02145T0	2530
CNAG_02146T0	1504
CNAG_02147T0	1797
CNAG_02148T0	1225
CNAG_02148T1	1225
CNAG_02149T0	1005
CNAG_02150T0	2452
CNAG_02151T0	3343
CNAG_02152T0	4695
CNAG_02153T0	2700
CNAG_02154T0	3096
