	Transcrip	150904CM018-B	150904CM018-W	150904CM763-B	150904CM763-W	150904CM764-B	Length	150904CM018-B_norm	150904CM018-B_norm_untagged	150904CM763-B_norm	150904CM763-B_norm_untagged
2283	CNAG_02283T0	12	566.0	1057.0	21.0	204.0	2692	0.0017667844523	0.000147232037691	0.047619047619	0.00396825396825
2284	CNAG_02284T0	9	253.0	524.0	9.0	106.0	2400	0.00395256916996	0.000439174352218	0.111111111111	0.0123456790123
2285	CNAG_02285T0	45	8000.0	2028.0	1460.0	282.0	1580	0.000125	2.77777777778e-06	0.000684931506849	1.52207001522e-05
2286	CNAG_02286T0	22	547.0	1099.0	45.0	186.0	5720	0.0018281535649	8.30978893136e-05	0.0222222222222	0.0010101010101
2287	CNAG_02287T0	2	314.0	163.0	19.0	21.0	1864	0.0031847133758	0.0015923566879	0.0526315789474	0.0263157894737
2288	CNAG_02288T0	5	202.0	506.0	7.0	105.0	2176	0.0049504950495	0.000990099009901	0.142857142857	0.0285714285714
2289	CNAG_02289T0	7	544.0	1428.0	38.0	243.0	1461	0.00183823529412	0.000262605042017	0.0263157894737	0.00375939849624
2290	CNAG_02290T0	10	880.0	1405.0	68.0	202.0	1953	0.00113636363636	0.000113636363636	0.0147058823529	0.00147058823529
2291	CNAG_02291T0	4	242.0	156.0	31.0	35.0	748	0.00413223140496	0.00103305785124	0.0322580645161	0.00806451612903
2292	CNAG_02292T0	25	2245.0	767.0	217.0	118.0	1382	0.000445434298441	1.78173719376e-05	0.00460829493088	0.000184331797235
2293	CNAG_02293T0	7	397.0	1011.0	44.0	163.0	3218	0.00251889168766	0.000359841669665	0.0227272727273	0.00324675324675
2294	CNAG_02293T1	7	398.0	1070.0	45.0	172.0	3218	0.00251256281407	0.000358937544867	0.0222222222222	0.0031746031746
2295	CNAG_02294T0	26	2216.0	525.0	153.0	122.0	2075	0.000451263537906	1.73562899195e-05	0.00653594771242	0.000251382604324
2296	CNAG_02295T0	3	209.0	284.0	7.0	51.0	1734	0.00478468899522	0.00159489633174	0.142857142857	0.047619047619
2297	CNAG_02296T0	9	801.0	512.0	50.0	67.0	1390	0.00124843945069	0.000138715494521	0.02	0.00222222222222
2298	CNAG_02297T0	8	410.0	866.0	21.0	172.0	984	0.00243902439024	0.00030487804878	0.047619047619	0.00595238095238
2299	CNAG_02298T0	58	2774.0	2564.0	109.0	560.0	4523	0.000360490266763	6.21534942694e-06	0.00917431192661	0.000158177791838
2300	CNAG_02299T0	15	304.0	1417.0	22.0	179.0	2782	0.00328947368421	0.000219298245614	0.0454545454545	0.0030303030303
2301	CNAG_02300T0	123	8442.0	1301.0	438.0	394.0	3324	0.000118455342336	9.63051563707e-07	0.00228310502283	1.85618294539e-05
2302	CNAG_02301T0	24	1644.0	1327.0	154.0	214.0	2075	0.000608272506083	2.53446877534e-05	0.00649350649351	0.000270562770563
2303	CNAG_02302T0	1	35.0	126.0	4.0	14.0	1630	0.0285714285714	0.0285714285714	0.25	0.25
2304	CNAG_02302T1	1	35.0	126.0	4.0	14.0	1630	0.0285714285714	0.0285714285714	0.25	0.25
2305	CNAG_02303T0	28	1215.0	2611.0	97.0	500.0	5254	0.00082304526749	2.93944738389e-05	0.0103092783505	0.000368188512518
2306	CNAG_02304T0	3	310.0	312.0	34.0	55.0	1389	0.00322580645161	0.0010752688172	0.0294117647059	0.00980392156863
2307	CNAG_02305T0	6	241.0	644.0	19.0	98.0	4008	0.00414937759336	0.000691562932227	0.0526315789474	0.00877192982456
2308	CNAG_02306T0	11	802.0	523.0	50.0	85.0	1777	0.00124688279302	0.000113352981183	0.02	0.00181818181818
2309	CNAG_02307T0	7	1250.0	431.0	86.0	135.0	1365	0.0008	0.000114285714286	0.0116279069767	0.00166112956811
2310	CNAG_02308T0	9	1301.0	698.0	71.0	128.0	1833	0.000768639508071	8.54043897856e-05	0.0140845070423	0.00156494522692
2311	CNAG_02309T0	7	635.0	404.0	39.0	82.0	1856	0.00157480314961	0.000224971878515	0.025641025641	0.003663003663
2312	CNAG_02310T0	14	502.0	641.0	56.0	120.0	2556	0.00199203187251	0.000142287990894	0.0178571428571	0.00127551020408
2314	CNAG_02312T0	42	1219.0	3784.0	87.0	740.0	3568	0.000820344544709	1.95320129693e-05	0.0114942528736	0.000273672687466
2315	CNAG_02313T0	11	786.0	934.0	58.0	184.0	1032	0.00127226463104	0.000115660421004	0.0172413793103	0.00156739811912
2316	CNAG_02313T1	11	786.0	934.0	58.0	184.0	1032	0.00127226463104	0.000115660421004	0.0172413793103	0.00156739811912
2317	CNAG_02314T0	9	532.0	612.0	47.0	98.0	1928	0.00187969924812	0.000208855472013	0.0212765957447	0.00236406619385
2318	CNAG_02315T0	195	25649.0	6958.0	1678.0	1788.0	1785	3.89878747709e-05	1.99937819338e-07	0.000595947556615	3.05614131597e-06
2319	CNAG_02316T0	16	2161.0	760.0	156.0	130.0	1832	0.000462748727441	2.89217954651e-05	0.00641025641026	0.000400641025641
2320	CNAG_02317T0	5	416.0	725.0	56.0	111.0	2137	0.00240384615385	0.000480769230769	0.0178571428571	0.00357142857143
2321	CNAG_02318T0	27	1009.0	3462.0	83.0	596.0	2860	0.000991080277502	3.67066769445e-05	0.0120481927711	0.000446229361892
2322	CNAG_02318T1	27	1009.0	3462.0	83.0	596.0	2860	0.000991080277502	3.67066769445e-05	0.0120481927711	0.000446229361892
2323	CNAG_02319T0	1	88.0	430.0	14.0	56.0	2709	0.0113636363636	0.0113636363636	0.0714285714286	0.0714285714286
2324	CNAG_02321T0	1	5.0	53.0		10.0	3300	0.2	0.2		
2325	CNAG_02322T0	23	246.0	1424.0	27.0	171.0	3369	0.00406504065041	0.000176740897844	0.037037037037	0.00161030595813
2326	CNAG_02323T0	39	543.0	4577.0	115.0	554.0	3926	0.00184162062615	4.72210416962e-05	0.00869565217391	0.000222965440357
2327	CNAG_02324T0	7	512.0	1110.0	43.0	177.0	2487	0.001953125	0.000279017857143	0.0232558139535	0.00332225913621
2328	CNAG_02324T1	7	512.0	1110.0	43.0	177.0	2487	0.001953125	0.000279017857143	0.0232558139535	0.00332225913621
2329	CNAG_02325T0	15	969.0	713.0	46.0	165.0	1397	0.00103199174407	6.87994496044e-05	0.0217391304348	0.00144927536232
2330	CNAG_02326T0	105	7387.0	5738.0	342.0	1132.0	2949	0.000135372952484	1.28926621413e-06	0.00292397660819	2.78473962684e-05
2331	CNAG_02327T0	20	1079.0	628.0	126.0	135.0	2224	0.000926784059314	4.63392029657e-05	0.00793650793651	0.000396825396825
2332	CNAG_02328T0	6	247.0	822.0	50.0	90.0	3305	0.00404858299595	0.000674763832659	0.02	0.00333333333333
2333	CNAG_02330T0	104	18218.0	5707.0	2299.0	785.0	2442	5.48907673729e-05	5.27795840124e-07	0.000434971726838	4.18242045036e-06
2334	CNAG_02331T0	187	27448.0	8909.0	3793.0	1125.0	1237	3.64325269601e-05	1.9482634738e-07	0.000263643553915	1.40985857709e-06
2335	CNAG_02332T0	11	719.0	859.0	52.0	132.0	1850	0.00139082058414	0.000126438234922	0.0192307692308	0.00174825174825
2336	CNAG_02333T0	4	109.0	93.0	3.0	17.0	2465	0.00917431192661	0.00229357798165	0.333333333333	0.0833333333333
2338	CNAG_02335T0	319	25152.0	15472.0	952.0	4638.0	2639	3.97582697201e-05	1.24634074358e-07	0.00105042016807	3.29285319143e-06
2339	CNAG_02336T0	10	356.0	766.0	30.0	134.0	4247	0.00280898876404	0.000280898876404	0.0333333333333	0.00333333333333
2340	CNAG_02337T0	12	489.0	1033.0	58.0	117.0	1817	0.00204498977505	0.000170415814588	0.0172413793103	0.0014367816092
2341	CNAG_02338T0	85	5231.0	5338.0	573.0	800.0	1617	0.000191168036704	2.24903572593e-06	0.00174520069808	2.05317729186e-05
2342	CNAG_02339T0	1	8.0	87.0	1.0	12.0	1155	0.125	0.125	1.0	1.0
2343	CNAG_02340T0	7	712.0	497.0	63.0	83.0	872	0.00140449438202	0.000200642054575	0.015873015873	0.00226757369615
2344	CNAG_02341T0	53	2130.0	2589.0	125.0	555.0	4253	0.000469483568075	8.85818052972e-06	0.008	0.000150943396226
2345	CNAG_02342T0	6	262.0	223.0	14.0	55.0	1725	0.00381679389313	0.000636132315522	0.0714285714286	0.0119047619048
2346	CNAG_02343T0	3	177.0	584.0	22.0	83.0	2908	0.00564971751412	0.00188323917137	0.0454545454545	0.0151515151515
2347	CNAG_02344T0	7	387.0	207.0	14.0	62.0	1818	0.00258397932817	0.000369139904024	0.0714285714286	0.0102040816327
2348	CNAG_02345T0	4	95.0	663.0	13.0	88.0	3302	0.0105263157895	0.00263157894737	0.0769230769231	0.0192307692308
2349	CNAG_02347T0	15	241.0	938.0	46.0	109.0	2325	0.00414937759336	0.000276625172891	0.0217391304348	0.00144927536232
2350	CNAG_02348T0	15	760.0	1591.0	62.0	303.0	1087	0.00131578947368	8.77192982456e-05	0.0161290322581	0.0010752688172
2351	CNAG_02349T0	17	566.0	769.0	39.0	157.0	2485	0.0017667844523	0.000103928497194	0.025641025641	0.00150829562594
2352	CNAG_02350T0	5	707.0	201.0	57.0	32.0	1190	0.001414427157	0.0002828854314	0.0175438596491	0.00350877192982
2353	CNAG_02351T0	61	2222.0	4154.0	109.0	847.0	3339	0.0004500450045	7.37778695902e-06	0.00917431192661	0.000150398556174
2354	CNAG_02353T0	3	55.0	563.0	9.0	64.0	4174	0.0181818181818	0.00606060606061	0.111111111111	0.037037037037
2355	CNAG_02353T1	3	55.0	563.0	9.0	64.0	4174	0.0181818181818	0.00606060606061	0.111111111111	0.037037037037
2356	CNAG_02354T0	29	2142.0	618.0	205.0	102.0	1619	0.00046685340803	1.60983933803e-05	0.00487804878049	0.000168208578638
2357	CNAG_02355T0	20	1760.0	2037.0	109.0	310.0	2069	0.000568181818182	2.84090909091e-05	0.00917431192661	0.00045871559633
2358	CNAG_02356T0	10	615.0	153.0	41.0	17.0	1234	0.00162601626016	0.000162601626016	0.0243902439024	0.00243902439024
2359	CNAG_02357T0	29	1019.0	1645.0	65.0	420.0	2713	0.000981354268891	3.38398023756e-05	0.0153846153846	0.00053050397878
2360	CNAG_02358T0	12	1184.0	1134.0	82.0	174.0	1896	0.000844594594595	7.03828828829e-05	0.0121951219512	0.0010162601626
2361	CNAG_02359T0	142	24641.0	3841.0	3599.0	649.0	1538	4.05827685565e-05	2.85794144764e-07	0.000277854959711	1.95672506839e-06
2362	CNAG_02360T0	17	2312.0	1422.0	151.0	293.0	1704	0.000432525951557	2.54427030328e-05	0.00662251655629	0.000389559797429
2363	CNAG_02361T0	43	761.0	3851.0	63.0	1210.0	2643	0.00131406044678	3.0559545274e-05	0.015873015873	0.000369139904024
2364	CNAG_02362T0	66	5022.0	3269.0	235.0	891.0	2116	0.000199123855038	3.01702810663e-06	0.00425531914894	6.44745325596e-05
2365	CNAG_02363T0	1	153.0	256.0	10.0	50.0	2393	0.00653594771242	0.00653594771242	0.1	0.1
2366	CNAG_02364T0	5	360.0	309.0	35.0	37.0	1877	0.00277777777778	0.000555555555556	0.0285714285714	0.00571428571429
2367	CNAG_02365T0	25	608.0	2181.0	34.0	876.0	2456	0.00164473684211	6.57894736842e-05	0.0294117647059	0.00117647058824
2368	CNAG_02366T0	8	1272.0	751.0	70.0	171.0	2155	0.000786163522013	9.82704402516e-05	0.0142857142857	0.00178571428571
2369	CNAG_02367T0	36	2512.0	2694.0	235.0	450.0	1606	0.000398089171975	1.10580325548e-05	0.00425531914894	0.000118203309693
2370	CNAG_02368T0	17	447.0	1362.0	45.0	213.0	2803	0.00223713646532	0.000131596262666	0.0222222222222	0.00130718954248
2371	CNAG_02368T1	17	405.0	1342.0	38.0	210.0	2803	0.00246913580247	0.000145243282498	0.0263157894737	0.0015479876161
2372	CNAG_02371T0	5	170.0	356.0	10.0	62.0	1423	0.00588235294118	0.00117647058824	0.1	0.02
2373	CNAG_02372T0	93	2689.0	2056.0	133.0	442.0	1888	0.000371885459279	3.99876837934e-06	0.00751879699248	8.0847279489e-05
2374	CNAG_02373T0	43	2067.0	3984.0	138.0	875.0	3569	0.000483792936623	1.12509985261e-05	0.00724637681159	0.000168520390967
2375	CNAG_02374T0	9	435.0	821.0	35.0	104.0	3182	0.00229885057471	0.000255427841635	0.0285714285714	0.0031746031746
2376	CNAG_02375T0	28	549.0	2735.0	42.0	430.0	3940	0.00182149362477	6.50533437419e-05	0.0238095238095	0.000850340136054
2377	CNAG_02376T0	5	736.0	733.0	74.0	131.0	1649	0.00135869565217	0.000271739130435	0.0135135135135	0.0027027027027
2378	CNAG_02377T0	19	2301.0	1252.0	137.0	218.0	1949	0.000434593654933	2.28733502596e-05	0.00729927007299	0.000384172109105
2379	CNAG_02378T0	12	1069.0	432.0	162.0	71.0	992	0.000935453695042	7.79544745868e-05	0.00617283950617	0.000514403292181
2381	CNAG_02382T0	6	592.0	212.0	98.0	28.0	1486	0.00168918918919	0.000281531531532	0.0102040816327	0.00170068027211
2382	CNAG_02383T0	3	202.0	197.0	17.0	33.0	1675	0.0049504950495	0.0016501650165	0.0588235294118	0.0196078431373
2383	CNAG_02384T0	2	121.0	69.0	11.0	8.0	931	0.00826446280992	0.00413223140496	0.0909090909091	0.0454545454545
2384	CNAG_02385T0	4	270.0	606.0	24.0	116.0	1987	0.0037037037037	0.000925925925926	0.0416666666667	0.0104166666667
2385	CNAG_02386T0	4	148.0	116.0	18.0	14.0	1170	0.00675675675676	0.00168918918919	0.0555555555556	0.0138888888889
2386	CNAG_02387T0	26	1323.0	1822.0	77.0	374.0	2573	0.000755857898715	2.90714576429e-05	0.012987012987	0.0004995004995
2387	CNAG_02387T1	26	1323.0	1822.0	77.0	374.0	2573	0.000755857898715	2.90714576429e-05	0.012987012987	0.0004995004995
2388	CNAG_02388T0	5	354.0	462.0	29.0	74.0	1515	0.00282485875706	0.000564971751412	0.0344827586207	0.00689655172414
2389	CNAG_02388T1	5	314.0	340.0	24.0	58.0	1515	0.0031847133758	0.000636942675159	0.0416666666667	0.00833333333333
2390	CNAG_02389T0	7	210.0	600.0	30.0	103.0	4833	0.0047619047619	0.000680272108844	0.0333333333333	0.0047619047619
2391	CNAG_02392T0	2	80.0	123.0	11.0	20.0	4701	0.0125	0.00625	0.0909090909091	0.0454545454545
2392	CNAG_02393T0	25	909.0	1259.0	77.0	280.0	5400	0.001100110011	4.400440044e-05	0.012987012987	0.000519480519481
2393	CNAG_02394T0	8	777.0	344.0	65.0	64.0	1311	0.001287001287	0.000160875160875	0.0153846153846	0.00192307692308
2394	CNAG_02395T0	37	2221.0	1476.0	91.0	358.0	3168	0.0004502476362	1.21688550324e-05	0.010989010989	0.000297000297
2395	CNAG_02396T0	19	939.0	1192.0	77.0	208.0	1748	0.0010649627263	5.60506698055e-05	0.012987012987	0.000683526999316
2396	CNAG_02397T0	9	262.0	527.0	24.0	126.0	2914	0.00381679389313	0.000424088210348	0.0416666666667	0.00462962962963
2397	CNAG_02398T0	39	1174.0	2342.0	94.0	417.0	4667	0.000851788756388	2.18407373433e-05	0.0106382978723	0.000272776868522
2398	CNAG_02399T0	75	4267.0	4011.0	263.0	706.0	2699	0.000234356690884	3.12475587845e-06	0.00380228136882	5.06970849176e-05
2399	CNAG_02400T0	17	2653.0	1807.0	169.0	296.0	1524	0.000376931775349	2.21724573735e-05	0.00591715976331	0.000348068221371
2400	CNAG_02401T0	28	766.0	1508.0	48.0	326.0	3145	0.00130548302872	4.66243938829e-05	0.0208333333333	0.000744047619048
2401	CNAG_02402T0	47	1319.0	2915.0	73.0	582.0	5498	0.000758150113723	1.61308534835e-05	0.013698630137	0.000291460215681
2402	CNAG_02403T0	24	2852.0	1637.0	207.0	275.0	1126	0.000350631136045	1.46096306685e-05	0.0048309178744	0.000201288244767
2403	CNAG_02404T0	43	2304.0	3339.0	183.0	742.0	2373	0.000434027777778	1.00936692506e-05	0.00546448087432	0.000127080950566
2404	CNAG_02405T0	5	161.0	293.0	17.0	59.0	1998	0.00621118012422	0.00124223602484	0.0588235294118	0.0117647058824
2405	CNAG_02406T0	8	292.0	592.0	37.0	101.0	2808	0.00342465753425	0.000428082191781	0.027027027027	0.00337837837838
2406	CNAG_02407T0	132	4489.0	11460.0	210.0	2722.0	4377	0.000222766763199	1.68762699393e-06	0.0047619047619	3.6075036075e-05
2407	CNAG_02408T0	10	426.0	1004.0	23.0	220.0	1504	0.00234741784038	0.000234741784038	0.0434782608696	0.00434782608696
2408	CNAG_02409T0	4	394.0	681.0	26.0	122.0	1791	0.00253807106599	0.000634517766497	0.0384615384615	0.00961538461538
2410	CNAG_02413T0	20	1854.0	609.0	88.0	123.0	3197	0.000539374325782	2.69687162891e-05	0.0113636363636	0.000568181818182
2411	CNAG_02413T1	20	1854.0	609.0	88.0	123.0	3197	0.000539374325782	2.69687162891e-05	0.0113636363636	0.000568181818182
2412	CNAG_02414T0	2	367.0	133.0	26.0	18.0	948	0.00272479564033	0.00136239782016	0.0384615384615	0.0192307692308
2413	CNAG_02415T0	16	1161.0	1085.0	93.0	259.0	2073	0.000861326442722	5.38329026701e-05	0.010752688172	0.000672043010753
2414	CNAG_02416T0	16	2632.0	670.0	269.0	106.0	488	0.000379939209726	2.37462006079e-05	0.00371747211896	0.000232342007435
2415	CNAG_02417T0	48	1963.0	3243.0	98.0	569.0	3344	0.000509424350484	1.06130073017e-05	0.0102040816327	0.000212585034014
2416	CNAG_02418T0	142	12071.0	4057.0	806.0	632.0	2726	8.28431778643e-05	5.83402661016e-07	0.00124069478908	8.73728724706e-06
2417	CNAG_02419T0	10	657.0	1567.0	62.0	270.0	3087	0.00152207001522	0.000152207001522	0.0161290322581	0.00161290322581
2418	CNAG_02420T0	2	9.0	49.0		15.0	1875	0.111111111111	0.0555555555556		
2419	CNAG_02420T1	2	9.0	49.0		15.0	1875	0.111111111111	0.0555555555556		
2420	CNAG_02421T0	19	1457.0	442.0	129.0	78.0	1292	0.000686341798216	3.61232525377e-05	0.0077519379845	0.000407996736026
2421	CNAG_02422T0	19	3517.0	991.0	143.0	203.0	781	0.000284333238556	1.49649072924e-05	0.00699300699301	0.000368052999632
2422	CNAG_02423T0	13	745.0	1339.0	62.0	331.0	2575	0.00134228187919	0.000103252452246	0.0161290322581	0.00124069478908
2423	CNAG_02424T0	26	2216.0	1022.0	64.0	311.0	2930	0.000451263537906	1.73562899195e-05	0.015625	0.000600961538462
2424	CNAG_02425T0	2	209.0	20.0	14.0	2.0	932	0.00478468899522	0.00239234449761	0.0714285714286	0.0357142857143
2425	CNAG_02426T0	49	2105.0	1470.0	156.0	336.0	3393	0.000475059382423	9.6950894372e-06	0.00641025641026	0.000130821559393
2426	CNAG_02427T0	10	1308.0	798.0	45.0	124.0	1408	0.000764525993884	7.64525993884e-05	0.0222222222222	0.00222222222222
2427	CNAG_02427T1	10	1308.0	798.0	45.0	124.0	1408	0.000764525993884	7.64525993884e-05	0.0222222222222	0.00222222222222
2428	CNAG_02428T0	16	1430.0	1379.0	77.0	254.0	3347	0.000699300699301	4.37062937063e-05	0.012987012987	0.000811688311688
2430	CNAG_02430T0	11	240.0	500.0	11.0	107.0	6499	0.00416666666667	0.000378787878788	0.0909090909091	0.00826446280992
2431	CNAG_02431T0	16	1242.0	1181.0	66.0	314.0	1587	0.000805152979066	5.03220611916e-05	0.0151515151515	0.00094696969697
2432	CNAG_02432T0	15	579.0	600.0	35.0	107.0	3638	0.00172711571675	0.000115141047784	0.0285714285714	0.00190476190476
2433	CNAG_02432T1	15	579.0	600.0	35.0	107.0	3638	0.00172711571675	0.000115141047784	0.0285714285714	0.00190476190476
2434	CNAG_02433T0	4	568.0	461.0	20.0	85.0	1658	0.00176056338028	0.00044014084507	0.05	0.0125
2435	CNAG_02434T0	11	1793.0	535.0	170.0	119.0	788	0.000557724484105	5.07022258277e-05	0.00588235294118	0.000534759358289
2436	CNAG_02435T0	21	1040.0	2292.0	73.0	492.0	1771	0.000961538461538	4.57875457875e-05	0.013698630137	0.000652315720809
2437	CNAG_02436T0	24	727.0	1210.0	48.0	234.0	2337	0.00137551581843	5.73131591013e-05	0.0208333333333	0.000868055555556
2438	CNAG_02437T0	19	436.0	1008.0	65.0	158.0	4971	0.00229357798165	0.000120714630613	0.0153846153846	0.00080971659919
2439	CNAG_02438T0	5	224.0	675.0	31.0	102.0	1687	0.00446428571429	0.000892857142857	0.0322580645161	0.00645161290323
2440	CNAG_02438T1	5	224.0	675.0	31.0	102.0	1687	0.00446428571429	0.000892857142857	0.0322580645161	0.00645161290323
2441	CNAG_02439T0	12	505.0	1781.0	40.0	309.0	1889	0.0019801980198	0.00016501650165	0.025	0.00208333333333
2442	CNAG_02439T1	8	458.0	1294.0	34.0	221.0	1889	0.00218340611354	0.000272925764192	0.0294117647059	0.00367647058824
2443	CNAG_02440T0	35	1004.0	3472.0	67.0	1090.0	3620	0.000996015936255	2.84575981787e-05	0.0149253731343	0.000426439232409
2444	CNAG_02441T0	1	5.0	131.0	2.0	42.0	2026	0.2	0.2	0.5	0.5
2445	CNAG_02442T0	3	190.0	356.0	19.0	45.0	1364	0.00526315789474	0.00175438596491	0.0526315789474	0.0175438596491
2446	CNAG_02443T0	15	1946.0	1153.0	193.0	209.0	656	0.000513874614594	3.42583076396e-05	0.00518134715026	0.000345423143351
2447	CNAG_02444T0	23	2681.0	2173.0	93.0	542.0	1673	0.000372995151063	1.6217180481e-05	0.010752688172	0.000467508181393
2448	CNAG_02445T0	48	2431.0	4245.0	153.0	1011.0	2407	0.00041135335253	8.56986151104e-06	0.00653594771242	0.000136165577342
2449	CNAG_02446T0	6	207.0	389.0	12.0	38.0	1206	0.0048309178744	0.000805152979066	0.0833333333333	0.0138888888889
2450	CNAG_02447T0	19	658.0	2138.0	43.0	348.0	1367	0.00151975683891	7.99872020477e-05	0.0232558139535	0.00122399020808
2451	CNAG_02448T0	3	24.0	197.0	1.0	18.0	727	0.0416666666667	0.0138888888889	1.0	0.333333333333
2452	CNAG_02449T0	18	504.0	1859.0	53.0	329.0	3551	0.00198412698413	0.000110229276896	0.0188679245283	0.00104821802935
2453	CNAG_02452T0	3	95.0	233.0	2.0	29.0	1515	0.0105263157895	0.00350877192982	0.5	0.166666666667
2454	CNAG_02453T0	32	761.0	3659.0	56.0	647.0	6248	0.00131406044678	4.10643889619e-05	0.0178571428571	0.000558035714286
2455	CNAG_02454T0	3	321.0	145.0	21.0	23.0	2464	0.00311526479751	0.00103842159917	0.047619047619	0.015873015873
2456	CNAG_02455T0	55	958.0	5087.0	137.0	738.0	2639	0.00104384133612	1.89789333839e-05	0.00729927007299	0.000132714001327
2457	CNAG_02457T0	57	2001.0	2329.0	153.0	486.0	3588	0.000499750124938	8.76754605154e-06	0.00653594771242	0.000114665749341
2458	CNAG_02458T0	71	3114.0	2774.0	178.0	480.0	5767	0.000321130378934	4.52296308358e-06	0.00561797752809	7.91264440576e-05
2459	CNAG_02459T0	70	4678.0	4296.0	197.0	1575.0	2382	0.000213766566909	3.0538080987e-06	0.00507614213198	7.25163161711e-05
2460	CNAG_02460T0	273	15769.0	14405.0	386.0	5718.0	1572	6.3415562179e-05	2.32291436553e-07	0.00259067357513	9.48964679535e-06
2461	CNAG_02463T0	2	83.0	180.0	8.0	25.0	2173	0.0120481927711	0.00602409638554	0.125	0.0625
2462	CNAG_02464T0	11	233.0	1456.0	8.0	443.0	5210	0.00429184549356	0.000390167772142	0.125	0.0113636363636
2463	CNAG_02465T0	7	169.0	630.0	5.0	149.0	2891	0.00591715976331	0.000845308537616	0.2	0.0285714285714
2464	CNAG_02466T0	26	427.0	1756.0	29.0	330.0	3001	0.00234192037471	9.00738605657e-05	0.0344827586207	0.00132625994695
2465	CNAG_02467T0	44	1872.0	3792.0	123.0	711.0	4798	0.000534188034188	1.21406371406e-05	0.00813008130081	0.000184774575018
2466	CNAG_02468T0	37	1563.0	1782.0	92.0	414.0	4773	0.000639795265515	1.72917639328e-05	0.0108695652174	0.000293772032902
2467	CNAG_02469T0	14	1154.0	1282.0	78.0	260.0	1716	0.000866551126516	6.18965090369e-05	0.0128205128205	0.000915750915751
2468	CNAG_02470T0	15	1085.0	996.0	52.0	220.0	2063	0.000921658986175	6.14439324117e-05	0.0192307692308	0.00128205128205
2469	CNAG_02471T0	8	492.0	173.0	48.0	27.0	876	0.0020325203252	0.00025406504065	0.0208333333333	0.00260416666667
2470	CNAG_02472T0	21	784.0	254.0	46.0	76.0	2270	0.00127551020408	6.07385811467e-05	0.0217391304348	0.00103519668737
2471	CNAG_02473T0	40	3033.0	2107.0	52.0	853.0	1889	0.000329706561161	8.24266402901e-06	0.0192307692308	0.000480769230769
2472	CNAG_02475T0	58	3790.0	2040.0	49.0	2488.0	2460	0.000263852242744	4.54917659904e-06	0.0204081632653	0.000351864883885
2473	CNAG_02476T0	6	236.0	781.0	13.0	145.0	4265	0.00423728813559	0.000706214689266	0.0769230769231	0.0128205128205
2474	CNAG_02476T1	2	78.0	600.0	7.0	106.0	4265	0.0128205128205	0.00641025641026	0.142857142857	0.0714285714286
2475	CNAG_02477T0	3	555.0	512.0	33.0	116.0	1832	0.0018018018018	0.000600600600601	0.030303030303	0.010101010101
2476	CNAG_02478T0	3	235.0	242.0	23.0	34.0	1853	0.00425531914894	0.00141843971631	0.0434782608696	0.0144927536232
2478	CNAG_02480T0	1	314.0	738.0	19.0	100.0	2397	0.0031847133758	0.0031847133758	0.0526315789474	0.0526315789474
2479	CNAG_02481T0	11	627.0	715.0	49.0	93.0	1935	0.00159489633174	0.000144990575613	0.0204081632653	0.00185528756957
2480	CNAG_02482T0	9	730.0	277.0	67.0	39.0	1004	0.0013698630137	0.000152207001522	0.0149253731343	0.0016583747927
2481	CNAG_02483T0	1	86.0	163.0	8.0	29.0	1478	0.0116279069767	0.0116279069767	0.125	0.125
2482	CNAG_02484T0	2	14.0	135.0	2.0	19.0	1195	0.0714285714286	0.0357142857143	0.5	0.25
2483	CNAG_02484T1	2	13.0	128.0	2.0	18.0	1195	0.0769230769231	0.0384615384615	0.5	0.25
2484	CNAG_02485T0	112	15195.0	4759.0	1383.0	891.0	1588	6.58111220796e-05	5.87599304282e-07	0.000723065798988	6.45594463382e-06
2485	CNAG_02486T0	20	1955.0	1295.0	170.0	201.0	1442	0.000511508951407	2.55754475703e-05	0.00588235294118	0.000294117647059
2486	CNAG_02487T0	33	3169.0	1954.0	116.0	485.0	2627	0.000315556958031	9.56233206154e-06	0.00862068965517	0.000261233019854
2487	CNAG_02488T0	10	848.0	288.0	44.0	55.0	3544	0.00117924528302	0.000117924528302	0.0227272727273	0.00227272727273
2489	CNAG_02490T0	10	227.0	1231.0	26.0	206.0	5307	0.00440528634361	0.000440528634361	0.0384615384615	0.00384615384615
2490	CNAG_02491T0	2	116.0	222.0	10.0	31.0	1640	0.00862068965517	0.00431034482759	0.1	0.05
2491	CNAG_02492T0	8	373.0	437.0	34.0	72.0	1214	0.00268096514745	0.000335120643432	0.0294117647059	0.00367647058824
2492	CNAG_02493T0	18	390.0	1677.0	36.0	793.0	1772	0.0025641025641	0.00014245014245	0.0277777777778	0.00154320987654
2493	CNAG_02494T0	22	1052.0	2333.0	78.0	445.0	2995	0.000950570342205	4.32077428275e-05	0.0128205128205	0.000582750582751
2494	CNAG_02495T0	10	881.0	155.0	56.0	27.0	1909	0.0011350737798	0.00011350737798	0.0178571428571	0.00178571428571
2495	CNAG_02496T0	11	954.0	898.0	92.0	233.0	1308	0.00104821802935	9.52925481227e-05	0.0108695652174	0.00098814229249
2498	CNAG_02498T0	31	948.0	1894.0	54.0	399.0	4569	0.00105485232068	3.40274942153e-05	0.0185185185185	0.000597371565114
2500	CNAG_02500T0	231	7389.0	15916.0	524.0	5016.0	2594	0.000135336310732	5.85871475031e-07	0.00190839694656	8.26145864314e-06
