	Transcript	150904CM018-A_x	150904CM018-B_x	150904CM018-W_x	150904CM763-A_x	150904CM763-B_x	150904CM763-W_x	150904CM764-A_x	150904CM764-B_x	150904CM764-W_x	Intron	150904CM018-A_y	150904CM018-B_y	150904CM018-W_y	150904CM763-A_y	150904CM763-B_y	150904CM763-W_y	150904CM764-A_y	150904CM764-B_y	150904CM764-W_y	Length	150904CM763-B_x_norm	150904CM764-B_x_norm
2301	CNAG_02300T0	26	138.0	10477	246	1459	535.0	404.0	451.0	0.0	2.0	0.0	0.0	0.0	6.0	1.0	0.0	4.0	0.0	0.0	3324	inf	inf
2302	CNAG_02301T0	8	25.0	1850	205	1390	180.0	152.0	219.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2075	inf	inf
2302	CNAG_02301T0	8	25.0	1850	205	1390	180.0	152.0	219.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2075	inf	inf
2302	CNAG_02301T0	8	25.0	1850	205	1390	180.0	152.0	219.0	0.0	3.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	2075	inf	inf
2302	CNAG_02301T0	8	25.0	1850	205	1390	180.0	152.0	219.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	2075	inf	inf
2302	CNAG_02301T0	8	25.0	1850	205	1390	180.0	152.0	219.0	0.0	5.0	0.0	0.0	0.0	6.0	1.0	0.0	0.0	0.0	0.0	2075	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	3.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	5.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	6.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	7.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	9.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	10.0	0.0	0.0	0.0	8.0	0.0	0.0	5.0	1.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	11.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	12.0	0.0	0.0	0.0	7.0	1.0	0.0	1.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	13.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	14.0	0.0	0.0	0.0	9.0	0.0	0.0	6.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	15.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	16.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	17.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	18.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	19.0	0.0	0.0	0.0	8.0	0.0	0.0	3.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	20.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	21.0	0.0	0.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	5254	inf	inf
2305	CNAG_02303T0	6	28.0	1250	458	2628	100.0	444.0	504.0	0.0	22.0	0.0	0.0	1.0	10.0	1.0	0.0	8.0	0.0	1.0	5254	inf	1.0
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	1.0	0.0	0.0	0.0	6.0	0.0	0.0	2.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	2.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	5.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	6.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	8.0	0.0	0.0	0.0	5.0	1.0	0.0	0.0	0.0	0.0	4008	inf	inf
2307	CNAG_02305T0	1	11.0	624	202	1103	59.0	170.0	162.0	0.0	9.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	4008	inf	inf
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	1777	inf	inf
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1777	inf	inf
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	3.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1777	inf	1.0
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	4.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1777	inf	inf
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	5.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	1777	inf	inf
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1777	inf	inf
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	7.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1777	inf	1.0
2308	CNAG_02306T0	3	11.0	859	108	542	54.0	103.0	90.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	1777	inf	inf
2309	CNAG_02307T0	7	7.0	1294	110	455	94.0	134.0	143.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1365	inf	inf
2310	CNAG_02308T0	4	11.0	1613	162	818	89.0	148.0	145.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1833	inf	inf
2310	CNAG_02308T0	4	11.0	1613	162	818	89.0	148.0	145.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	1833	inf	inf
2310	CNAG_02308T0	4	11.0	1613	162	818	89.0	148.0	145.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1833	inf	inf
2310	CNAG_02308T0	4	11.0	1613	162	818	89.0	148.0	145.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1833	inf	inf
2310	CNAG_02308T0	4	11.0	1613	162	818	89.0	148.0	145.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1833	inf	inf
2311	CNAG_02309T0	2	15.0	2073	262	1052	119.0	218.0	201.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	5.0	0.0	0.0	1856	inf	inf
2311	CNAG_02309T0	2	15.0	2073	262	1052	119.0	218.0	201.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	1856	inf	inf
2312	CNAG_02310T0	4	15.0	933	182	797	99.0	158.0	151.0	0.0	1.0	0.0	1.0	0.0	3.0	0.0	0.0	4.0	0.0	0.0	2556	inf	inf
2312	CNAG_02310T0	4	15.0	933	182	797	99.0	158.0	151.0	0.0	2.0	0.0	0.0	0.0	9.0	1.0	0.0	1.0	0.0	0.0	2556	inf	inf
2312	CNAG_02310T0	4	15.0	933	182	797	99.0	158.0	151.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	2556	inf	inf
2312	CNAG_02310T0	4	15.0	933	182	797	99.0	158.0	151.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2556	inf	inf
2313	CNAG_02311T0	2	0.0	76	26	110	5.0	24.0	31.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2197	inf	inf
2313	CNAG_02311T0	2	0.0	76	26	110	5.0	24.0	31.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2197	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	1.0	0.0	0.0	0.0	8.0	2.0	0.0	10.0	0.0	0.0	3568	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	4.0	1.0	0.0	3568	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	4.0	0.0	0.0	3568	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	3568	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3568	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	6.0	0.0	1.0	0.0	6.0	3.0	0.0	1.0	0.0	0.0	3568	inf	inf
2314	CNAG_02312T0	15	46.0	1653	541	3926	104.0	597.0	765.0	0.0	7.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	3568	inf	inf
2315	CNAG_02313T0	12	11.0	1000	168	1038	72.0	165.0	216.0	0.0	1.0	0.0	0.0	0.0	13.0	3.0	0.0	8.0	0.0	0.0	1032	inf	inf
2315	CNAG_02313T0	12	11.0	1000	168	1038	72.0	165.0	216.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	1032	inf	inf
2316	CNAG_02313T1	12	11.0	1000	168	1038	72.0	165.0	216.0	0.0	1.0	0.0	0.0	0.0	13.0	3.0	0.0	8.0	0.0	0.0	1032	inf	inf
2316	CNAG_02313T1	12	11.0	1000	168	1038	72.0	165.0	216.0	0.0	2.0	0.0	0.0	0.0	3.0	2.0	0.0	2.0	0.0	0.0	1032	inf	inf
2317	CNAG_02314T0	1	9.0	565	85	633	50.0	86.0	101.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1928	inf	inf
2318	CNAG_02315T0	85	217.0	26794	1323	7660	1763.0	1838.0	2010.0	0.0	1.0	0.0	0.0	0.0	31.0	6.0	0.0	22.0	1.0	0.0	1785	inf	inf
2318	CNAG_02315T0	85	217.0	26794	1323	7660	1763.0	1838.0	2010.0	0.0	2.0	0.0	0.0	0.0	25.0	14.0	0.0	26.0	0.0	0.0	1785	inf	inf
2318	CNAG_02315T0	85	217.0	26794	1323	7660	1763.0	1838.0	2010.0	0.0	3.0	0.0	1.0	0.0	63.0	18.0	0.0	59.0	4.0	0.0	1785	inf	inf
2319	CNAG_02316T0	11	38.0	3704	329	1575	269.0	445.0	377.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	1.0	0.0	1832	inf	inf
2320	CNAG_02317T0	3	5.0	416	94	731	56.0	71.0	112.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2137	inf	inf
2320	CNAG_02317T0	3	5.0	416	94	731	56.0	71.0	112.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	2137	inf	inf
2320	CNAG_02317T0	3	5.0	416	94	731	56.0	71.0	112.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	2137	inf	inf
2320	CNAG_02317T0	3	5.0	416	94	731	56.0	71.0	112.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2137	inf	inf
2321	CNAG_02318T0	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	1.0	0.0	0.0	0.0	10.0	1.0	0.0	2.0	0.0	0.0	2860	inf	inf
2321	CNAG_02318T0	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	2860	inf	inf
2321	CNAG_02318T0	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2860	inf	inf
2321	CNAG_02318T0	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	4.0	0.0	0.0	0.0	12.0	1.0	0.0	5.0	0.0	0.0	2860	inf	inf
2321	CNAG_02318T0	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2860	inf	inf
2321	CNAG_02318T0	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2860	inf	inf
2322	CNAG_02318T1	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	1.0	0.0	0.0	0.0	10.0	1.0	0.0	2.0	0.0	0.0	2860	inf	inf
2322	CNAG_02318T1	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	3.0	0.0	0.0	2860	inf	inf
2322	CNAG_02318T1	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	2860	inf	inf
2322	CNAG_02318T1	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	4.0	0.0	0.0	0.0	12.0	1.0	0.0	5.0	0.0	0.0	2860	inf	inf
2322	CNAG_02318T1	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	2860	inf	inf
2322	CNAG_02318T1	18	28.0	1096	501	3501	85.0	428.0	607.0	0.0	6.0	0.0	1.0	1.0	50.0	19.0	0.0	24.0	4.0	1.0	2860	inf	1.0
2325	CNAG_02322T0	6	23.0	351	212	1642	37.0	155.0	202.0	0.0	1.0	0.0	1.0	0.0	10.0	3.0	0.0	1.0	0.0	0.0	3369	inf	inf
2325	CNAG_02322T0	6	23.0	351	212	1642	37.0	155.0	202.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	3369	inf	inf
2325	CNAG_02322T0	6	23.0	351	212	1642	37.0	155.0	202.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	3369	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	3.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	5.0	0.0	0.0	0.0	9.0	1.0	0.0	2.0	1.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	7.0	0.0	0.0	0.0	6.0	1.0	0.0	1.0	1.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	8.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	9.0	0.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	11.0	0.0	0.0	0.0	7.0	0.0	0.0	4.0	0.0	0.0	3926	inf	inf
2326	CNAG_02323T0	17	41.0	694	720	4704	137.0	478.0	567.0	0.0	12.0	0.0	0.0	0.0	13.0	2.0	0.0	3.0	1.0	0.0	3926	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2487	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2487	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	2487	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	4.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	2487	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	5.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	2487	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2487	inf	inf
2327	CNAG_02324T0	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	7.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	4.0	0.0	0.0	0.0	6.0	1.0	0.0	2.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2487	inf	inf
2328	CNAG_02324T1	3	7.0	648	223	1258	60.0	181.0	196.0	0.0	7.0	0.0	0.0	0.0	5.0	4.0	0.0	0.0	0.0	0.0	2487	inf	inf
2329	CNAG_02325T0	6	15.0	984	129	721	47.0	149.0	165.0	0.0	1.0	0.0	0.0	0.0	7.0	3.0	0.0	5.0	1.0	0.0	1397	inf	inf
2329	CNAG_02325T0	6	15.0	984	129	721	47.0	149.0	165.0	0.0	2.0	0.0	0.0	0.0	1.0	4.0	0.0	0.0	0.0	0.0	1397	inf	inf
2329	CNAG_02325T0	6	15.0	984	129	721	47.0	149.0	165.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1397	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	1.0	0.0	0.0	1.0	23.0	3.0	0.0	7.0	3.0	1.0	2949	inf	1.0
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	2.0	0.0	1.0	0.0	26.0	8.0	0.0	20.0	1.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	6.0	0.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	4.0	0.0	0.0	0.0	4.0	3.0	0.0	6.0	1.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	5.0	0.0	0.0	0.0	12.0	2.0	0.0	8.0	0.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	6.0	0.0	0.0	0.0	14.0	1.0	0.0	4.0	1.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	7.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	8.0	0.0	0.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	9.0	0.0	0.0	0.0	5.0	5.0	0.0	4.0	2.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	10.0	0.0	1.0	0.0	5.0	3.0	0.0	0.0	0.0	0.0	2949	inf	inf
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	11.0	0.0	0.0	1.0	16.0	5.0	0.0	9.0	2.0	1.0	2949	inf	1.0
2330	CNAG_02326T0	32	110.0	7881	988	6026	370.0	1059.0	1181.0	0.0	12.0	0.0	0.0	0.0	5.0	1.0	0.0	5.0	0.0	0.0	2949	inf	inf
2331	CNAG_02327T0	3	20.0	1231	100	652	141.0	92.0	142.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	1.0	0.0	0.0	2224	inf	inf
2331	CNAG_02327T0	3	20.0	1231	100	652	141.0	92.0	142.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2224	inf	inf
2331	CNAG_02327T0	3	20.0	1231	100	652	141.0	92.0	142.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2224	inf	inf
2331	CNAG_02327T0	3	20.0	1231	100	652	141.0	92.0	142.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2224	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	6.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	7.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3305	inf	inf
2332	CNAG_02328T0	2	6.0	282	112	851	53.0	75.0	95.0	0.0	9.0	0.0	0.0	0.0	6.0	3.0	0.0	3.0	0.0	0.0	3305	inf	inf
2333	CNAG_02330T0	153	258.0	39090	3521	15211	5341.0	2246.0	2084.0	0.0	1.0	0.0	1.0	2.0	43.0	13.0	0.0	12.0	1.0	2.0	2442	inf	0.5
2333	CNAG_02330T0	153	258.0	39090	3521	15211	5341.0	2246.0	2084.0	0.0	2.0	0.0	0.0	0.0	118.0	36.0	0.0	49.0	3.0	0.0	2442	inf	inf
